id,audio_path,transcript,accuracy,accuracy_5scale,rejected_label,label_num,rejected_label_num
27990358,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2799/027990358.WAV,BUT PERHAPS FOR HIM IT WAS NOT TOO LATE,8,Good,Excellent,4,5
29810020,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810020.WAV,IT WOULD BE QUITE A CHALLENGE,9,Excellent,Good,5,4
29810027,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810027.WAV,IT'S SORT A BIT A LITTLE BIT FORWARD AND BACK,8,Good,Average,4,3
29810135,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810135.WAV,AND THANK YOU FOR BEING SO STRONG,9,Excellent,Good,5,4
29810139,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810139.WAV,FOUND THIS IN THE COLLECTION,8,Good,Average,4,3
29810147,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810147.WAV,HE IS IN THE HOSPITAL,8,Good,Worst,4,1
29810158,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810158.WAV,PROOF WE HAVE A GOOD TIME,10,Excellent,Good,5,4
29810200,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810200.WAV,VIA WHAT DO YOU THINK,8,Good,Average,4,3
29810204,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810204.WAV,IT'S ALL ABOUT THE CHOCOLATE,8,Good,Excellent,4,5
29810216,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810216.WAV,I WOULD LIKE TO KNOW YOU,9,Excellent,Good,5,4
29810221,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810221.WAV,WEIGHT IS THE ENEMY OF PERFORMANCE,8,Good,Excellent,4,5
29810234,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810234.WAV,WHATEVER THE DIFFICULTY THERE'S A SOLUTION,8,Good,Average,4,3
29810235,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810235.WAV,PRAYER IS A SOURCE OF STRENGTH AND SPIRIT,8,Good,Average,4,3
29810243,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810243.WAV,I KNOW HOW TO DO ALL OF THEM,8,Good,Excellent,4,5
29810283,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810283.WAV,BUT LOOK AT MY PARENTS,8,Good,Excellent,4,5
29810294,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810294.WAV,TEXT ME IF YOU SINGLE SINGE,8,Good,Bad,4,2
29810301,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810301.WAV,HOPE WE GET TO SEE MORE,10,Excellent,Good,5,4
29810315,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810315.WAV,THAT A HAT WAS NOT NECESSARY,8,Good,Average,4,3
29810349,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810349.WAV,IT WAS ALL FOR YOU THAT I THOUGHT,9,Excellent,Good,5,4
29810350,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810350.WAV,LOOK BOY VIOLENCE IS THE RESORT OF THE VIOLENT,8,Good,Average,4,3
29810360,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810360.WAV,WHY AM I A GHOST,8,Good,Excellent,4,5
30020008,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020008.WAV,DO I TAKE YOU WITH ME,9,Excellent,Good,5,4
30020012,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020012.WAV,WHY NOT DO AS SHE WISHED,8,Good,Excellent,4,5
30020022,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020022.WAV,SHE WAS NOT HERE,10,Excellent,Good,5,4
30020047,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020047.WAV,HAVE YOU SOMETHING TO SAY,9,Excellent,Good,5,4
30020048,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020048.WAV,DO YOU NOT NOW YEAH KNOW IT,8,Good,Average,4,3
30020065,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020065.WAV,SHE IS HIS MOTHER,8,Good,Average,4,3
30020077,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020077.WAV,AND THEY WERE RIGHT,9,Excellent,Good,5,4
30020092,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020092.WAV,DO NOT GO THERE MY LOVE,8,Good,Excellent,4,5
30020100,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020100.WAV,I KNOW THAT HE IS SURE OF IT,9,Excellent,Good,5,4
30020112,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020112.WAV,TAKE ME WITH YOU,9,Excellent,Good,5,4
30020117,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020117.WAV,EVERY ONE LOVES HER,8,Good,Excellent,4,5
30020126,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020126.WAV,IT'S WAS A WARM MORNING AFTER RAIN,6,Fair,Excellent,3,5
30020136,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020136.WAV,I WANT TO JOINING ON,8,Good,Average,4,3
30020138,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020138.WAV,THIS WAS HER WORK,8,Good,Average,4,3
30020144,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020144.WAV,SHE WOULD HAVE LOVED YOU,8,Good,Worst,4,1
30020152,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020152.WAV,I KNOW THE NAME TOO,9,Excellent,Good,5,4
30020159,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020159.WAV,I DO KNOW OF ONE NOW,8,Good,Average,4,3
30020161,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020161.WAV,CAN YOU GUESS HIS NAME,9,Excellent,Average,5,3
30020162,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020162.WAV,THEY LOVED HER AND SHE LOVED THEM,8,Good,Average,4,3
30020172,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020172.WAV,TOO MUCH TO BE HAPPY,9,Excellent,Good,5,4
30200005,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200005.WAV,WELL IN THAT CARS TO BE SURE LET THEM GO,8,Good,Average,4,3
30200011,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200011.WAV,THE BABY WAS HUNGRY,8,Good,Excellent,4,5
30200016,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200016.WAV,THIS WAS THE ROOM,9,Excellent,Good,5,4
30200018,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200018.WAV,COME WITH ME TOMORROW,9,Excellent,Worst,5,1
30200019,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200019.WAV,THE WITH YOU TAKE A DRINK,9,Excellent,Average,5,3
30200021,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200021.WAV,OH I HAD LOVED YOU FAR SO LONG A TIME,8,Good,Excellent,4,5
30200037,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200037.WAV,THIS WERE YOUR NAME WAS IT,8,Good,Average,4,3
30200041,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200041.WAV,DO YOU WANT A DRINK,9,Excellent,Good,5,4
30200049,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200049.WAV,TELL US WHO YOU ARE,9,Excellent,Average,5,3
30200057,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200057.WAV,SHE LOOKED AS THE CLOCK,8,Good,Excellent,4,5
30200076,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200076.WAV,WILL YOU DO THAT,9,Excellent,Average,5,3
30200078,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200078.WAV,NOW THEN THERE ALL FOR YOU GO TOGETHER,9,Excellent,Average,5,3
30200087,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200087.WAV,THERE COMES ONE OF THEM,8,Good,Excellent,4,5
30200101,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200101.WAV,THIS IS WHY IT DOES SO,9,Excellent,Good,5,4
30200105,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200105.WAV,I AM NOT A POLICEMAN,8,Good,Average,4,3
30200108,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200108.WAV,BUT HERE HE COMES AGAIN,9,Excellent,Good,5,4
30200137,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200137.WAV,TELL HER SO WITH MY LOVE,9,Excellent,Good,5,4
30200151,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200151.WAV,WOULD YOU HAVE DONE IT,9,Excellent,Average,5,3
30200153,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200153.WAV,I TAKE PEOPLE YOU KNOW AS I FIND THEM,8,Good,Average,4,3
30200164,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200164.WAV,IT WOULD DO YOU A LOT OF GOOD,8,Good,Excellent,4,5
30210005,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210005.WAV,I HEAR THE DOCTOR'S HORSE,8,Good,Average,4,3
30210032,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210032.WAV,I AM LISTENING TO YOU,8,Good,Excellent,4,5
30210041,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210041.WAV,I PLAY WITH IT AFTER SCHOOL,9,Excellent,Average,5,3
30210042,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210042.WAV,AND SO IT IS WITH ALL OF US,8,Good,Excellent,4,5
30210044,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210044.WAV,THEN HEAR THEM FATHER,8,Good,Excellent,4,5
30210045,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210045.WAV,THERE YOU ARE THEN,8,Good,Excellent,4,5
30210047,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210047.WAV,HE TURN BACK TO HIS WATCH,9,Excellent,Average,5,3
30210050,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210050.WAV,WAS THERE ANY US,8,Good,Excellent,4,5
30210060,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210060.WAV,HE WILL HELP ME FIND A ROOM,8,Good,Bad,4,2
30210074,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210074.WAV,WILL YOU TEA TELL HIM,8,Good,Average,4,3
30210079,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210079.WAV,I DO NOT WISH TO SEE YOU AGAIN,8,Good,Average,4,3
30210082,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210082.WAV,IT IS OVER ALREADY,8,Good,Worst,4,1
30210118,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210118.WAV,WE WERE ALL SURE OF THAT,6,Fair,Bad,3,2
30210123,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210123.WAV,IS THIS WELL DONE,8,Good,Bad,4,2
30210137,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210137.WAV,BUT CARE CARE CARE,9,Excellent,Good,5,4
30210143,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210143.WAV,IT IS ONLY FOUR FEET HIGH,8,Good,Average,4,3
30210152,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210152.WAV,HE ONLY WRITES TO TELL ME A PLACE OF NEWS,8,Good,Average,4,3
30210164,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210164.WAV,WHAT WOMAN WHO REALLY LOVED WOULD,8,Good,Average,4,3
30210165,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210165.WAV,TELL ME WHAT YOU WOULD DO,8,Good,Bad,4,2
30210175,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210175.WAV,WHY WOULD YOU WRITE TO ME,9,Excellent,Average,5,3
30230003,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230003.WAV,BUT IT'S A REALLY NICE PRISON SO,8,Good,Average,4,3
30230018,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230018.WAV,AND HE'S NOT IN LOVE WITH ME,9,Excellent,Good,5,4
30230056,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230056.WAV,ONE OF THEM TURNED ON HIM,8,Good,Average,4,3
30230060,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230060.WAV,AUTHORITIES CLAIMS THAT THE KILLINGS WERE THE CRIME OF ANGER,9,Excellent,Good,5,4
30230086,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230086.WAV,THE CASE IS STILL ON APPEAL,8,Good,Excellent,4,5
30230092,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230092.WAV,I CALL UPON CONGRESS TO DO THIS IMMEDIATELY,8,Good,Excellent,4,5
30230119,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230119.WAV,HURT A CANCER THINGS WILL NEVER BE THE SAME,8,Good,Excellent,4,5
30230170,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230170.WAV,WHAT A DREAM COME TRUE THAT WOULD BE,9,Excellent,Good,5,4
30230182,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230182.WAV,BASKET IT A LITTLE SMALL,10,Excellent,Good,5,4
30230194,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230194.WAV,THE IDEA THAT THERE IS A LARGE NO,10,Excellent,Good,5,4
30230209,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230209.WAV,THIS IS ALL SORTS OF DUMB,8,Good,Bad,4,2
30230253,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230253.WAV,I WAS ALL THE WAY IN FRONT,9,Excellent,Good,5,4
30230260,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230260.WAV,WE HAVE TO UNDERSTAND HOW IT AFFECTS US,8,Good,Excellent,4,5
30230276,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230276.WAV,I DO MY BEST WORK ON THE FLOOR,8,Good,Excellent,4,5
30230280,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230280.WAV,YOU WERE SUPPOSED TO BE HERE FOR ME,8,Good,Excellent,4,5
30230311,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230311.WAV,WHAT DO I KNOW ABOUT TEA,8,Good,Worst,4,1
30230330,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230330.WAV,YET SHE LOVED HIM IN SPITE OF IT ALL,8,Good,Excellent,4,5
30230336,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230336.WAV,YET HE WAS AFRAID TO ACT,8,Good,Average,4,3
30230340,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230340.WAV,HE COULD NOT UNDERTAKE TO LIVE ON THAT,8,Good,Bad,4,2
30230374,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3023/030230374.WAV,BUT THE LETTER WAS NEVER FOR HIM,8,Good,Worst,4,1
30460032,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460032.WAV,AND THIS FROM ME,8,Good,Excellent,4,5
30460038,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460038.WAV,WHAT WHAT DO YOU LOCK AT ME SO HAD FOR,8,Good,Excellent,4,5
30460048,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460048.WAV,THEY WANTING SOMETHING OF HIM,8,Good,Excellent,4,5
30460051,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460051.WAV,WOULD YOU PLEASE TO WAIT,8,Good,Excellent,4,5
30460052,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460052.WAV,WHAT WAS I TO MAKE OF IT,8,Good,Excellent,4,5
30460071,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460071.WAV,WHAT WAS SHE HAS ABOUT,8,Good,Average,4,3
30460085,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460085.WAV,WAS IT A BED,8,Good,Bad,4,2
30460097,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460097.WAV,I I WILL SEEN THAT YOU HAVE WAS YOU WANT,8,Good,Average,4,3
30460106,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460106.WAV,WHY DO I KNOW YOU,8,Good,Average,4,3
30460110,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460110.WAV,ALL ALL THAT WAS PAST,8,Good,Excellent,4,5
30460114,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460114.WAV,BUT I WOULD LIKE TO TRY,8,Good,Average,4,3
30460126,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460126.WAV,HAD A BIG PLACE,8,Good,Average,4,3
30460133,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460133.WAV,NOT NOT THAT I LIKED HIM,8,Good,Bad,4,2
30460142,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460142.WAV,WE HAVE TO TAKE WHAT WE CAN GET,8,Good,Bad,4,2
30460146,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460146.WAV,HOW WOULD THE THINGS GET DONE HERE,8,Good,Excellent,4,5
30460147,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460147.WAV,THE BIG BOY WERE COMING OVER ALL THE TIME,7,Good,Excellent,4,5
30460157,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460157.WAV,NOR GET BACK TO THE BEGINNING,8,Good,Excellent,4,5
30460158,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460158.WAV,AND THERE WAS THE PLANE,8,Good,Average,4,3
30460160,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460160.WAV,DOES HE KNOW YOUR PHONE NUMBER,8,Good,Bad,4,2
30460163,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3046/030460163.WAV,IT WAS A NEW DAY,8,Good,Excellent,4,5
30490010,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490010.WAV,SWEET YOU LOOK SO BEAUTIFUL TODAY,8,Good,Average,4,3
30490013,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490013.WAV,ITS WAS REALLY TOO MUCH,8,Good,Average,4,3
30490029,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490029.WAV,I LOVE ALL OF THEM,8,Good,Excellent,4,5
30490040,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490040.WAV,WHAT IS ONE REALLY TO CARE FOR,8,Good,Excellent,4,5
30490055,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490055.WAV,AND YOUR WILL SING TO US WILL YOUR NOT,8,Good,Average,4,3
30490062,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490062.WAV,WHERE YOU HAVE IT NOW,8,Good,Average,4,3
30490063,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490063.WAV,WHAT OF WHERE TO SEE THEM,8,Good,Average,4,3
30490071,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490071.WAV,DOES HE GO ABOUT WITH THEM,8,Good,Excellent,4,5
30490076,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490076.WAV,THE STORY WAS NOT NEW,8,Good,Average,4,3
30490078,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490078.WAV,WITH THAT THEY HAD TO GO,8,Good,Excellent,4,5
30490095,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490095.WAV,WILL SHE BE AT HOME THIS AFTERNOON,7,Good,Bad,4,2
30490126,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490126.WAV,THEN THEY LET HER BE,9,Excellent,Good,5,4
30490127,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490127.WAV,MANY HAD COME ONLY FOR THAT DAY,8,Good,Excellent,4,5
30490130,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490130.WAV,BUT WAS THAT ALL,8,Good,Average,4,3
30490138,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490138.WAV,BUT WE WHERE TEAR THE READY,8,Good,Average,4,3
30490140,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490140.WAV,WHAT ARE YOU DOING WITH HIM,8,Good,Average,4,3
30490142,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490142.WAV,IT IS A LONG STORY,8,Good,Average,4,3
30490166,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490166.WAV,WHAT WORLD SHE HAVE HAD OF HIM,3,Poor,Excellent,2,5
30490168,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490168.WAV,BUT I SEE HIM,8,Good,Average,4,3
30490170,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3049/030490170.WAV,IT WAS A DRINKING GLASS,8,Good,Average,4,3
30680003,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680003.WAV,WE HAVE TO BEGIN ARE OVER AGAIN,7,Good,Average,4,3
30680005,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680005.WAV,I KNOW HOW GOOD YOUR ARE TO ME,8,Good,Excellent,4,5
30680009,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680009.WAV,DO YOU CARE FOR BOOKS,7,Good,Average,4,3
30680016,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680016.WAV,WHAT WAS MY GOOD NAME TO ME,8,Good,Excellent,4,5
30680027,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680027.WAV,IT WAS NOT TO BE DONE,8,Good,Average,4,3
30680034,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680034.WAV,WHO WAS THE BOY,9,Excellent,Good,5,4
30680037,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680037.WAV,LET HIM COME HERE,8,Good,Worst,4,1
30680045,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680045.WAV,AND THESE WASH NO ONE THERE,7,Good,Average,4,3
30680054,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680054.WAV,BUT WHAT DOES SHE WANT HERE,8,Good,Bad,4,2
30680056,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680056.WAV,HOW WOULD IT BE THEN,8,Good,Average,4,3
30680072,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680072.WAV,AFTER THAT YOU MAY GO,8,Good,Excellent,4,5
30680075,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680075.WAV,IT WAS AFTER BREAKFAST,8,Good,Average,4,3
30680090,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680090.WAV,THERE IS SO MUCH IN A NAME,8,Good,Average,4,3
30680092,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680092.WAV,IT WAS TOO BEAUTIFUL,8,Good,Average,4,3
30680097,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680097.WAV,SHE TURNED IT OVER,8,Good,Average,4,3
30680105,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680105.WAV,NO TEETH WERE THERE,8,Good,Average,4,3
30680114,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680114.WAV,SHE LIKED WAKING ON HIM,8,Good,Bad,4,2
30680119,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3068/030680119.WAV,THEY MAKE ME SO HAPPY,8,Good,Average,4,3
