audiofilepath,transcript,phoneme_scores
/path/to/wavs/030230280.wav,YOU WERE SUPPOSED TO BE HERE FOR ME,j/2.0 u/1.8 w/2.0 ɚ/2.0 s/2.0 ə/2.0 p/2.0 oʊ/2.0 z/1.6 d/1.6 t/2.0 u/1.8 b/2.0 i/2.0 h/2.0 ɪ/2.0 ə/2.0 f/2.0 ɔ/1.8 m/2.0 i/1.8
/path/to/wavs/030230311.wav,WHAT DO I KNOW ABOUT TEA,w/2.0 ə/2.0 t/1.8 d/2.0 ʊ/1.8 aɪ/2.0 n/2.0 oʊ/2.0 ə/1.6 b/2.0 aʊ/2.0 t/1.8 t/2.0 i/2.0
/path/to/wavs/030230330.wav,YET SHE LOVED HIM IN SPITE OF IT ALL,j/2.0 ɛ/2.0 t/2.0 ʃ/2.0 i/2.0 l/2.0 ə/2.0 v/1.8 d/2.0 h/2.0 ɪ/2.0 m/2.0 ɪ/2.0 n/2.0 s/2.0 p/2.0 aɪ/2.0 t/2.0 ə/2.0 v/2.0 ɪ/2.0 t/2.0 ɔ/2.0 l/2.0
/path/to/wavs/030230336.wav,YET HE WAS AFRAID TO ACT,j/2.0 ɛ/2.0 t/2.0 h/2.0 i/2.0 w/2.0 ə/2.0 z/1.8 ə/1.6 f/2.0 ɹ/2.0 eɪ/2.0 d/1.6 t/2.0 u/2.0 æ/1.8 k/2.0 t/2.0
/path/to/wavs/030230340.wav,HE COULD NOT UNDERTAKE TO LIVE ON THAT,h/2.0 i/2.0 k/2.0 ʊ/2.0 d/1.8 n/2.0 ə/2.0 t/2.0 ʌ/1.4 n/2.0 d/2.0 ə/2.0 t/2.0 eɪ/2.0 k/1.8 t/2.0 u/1.8 l/2.0 ɪ/2.0 v/1.8 ə/2.0 n/2.0 ð/1.6 æ/2.0 t/2.0
/path/to/wavs/030230374.wav,BUT THE LETTER WAS NEVER FOR HIM,b/2.0 ə/2.0 t/1.6 ð/2.0 ə/2.0 l/2.0 ɛ/2.0 t/2.0 ə/2.0 w/2.0 ə/2.0 z/1.8 n/2.0 ɛ/2.0 v/2.0 ɚ/2.0 f/2.0 ɔ/1.8 h/2.0 ɪ/2.0 m/2.0
/path/to/wavs/030460032.wav,AND THIS FROM ME,æ/1.8 n/2.0 d/2.0 ð/2.0 ɪ/2.0 s/2.0 f/2.0 ɹ/2.0 ə/2.0 m/1.6 m/2.0 i/1.8
/path/to/wavs/030460038.wav,WHAT WHAT DO YOU LOCK AT ME SO HAD FOR,w/2.0 ə/2.0 t/2.0 w/2.0 ə/2.0 t/2.0 d/2.0 ʊ/1.6 j/2.0 u/1.8 l/2.0 ə/2.0 k/2.0 æ/2.0 t/2.0 m/2.0 i/1.8 s/2.0 oʊ/2.0 h/2.0 æ/2.0 d/2.0 f/2.0 ɔ/2.0
/path/to/wavs/030460048.wav,THEY WANTING SOMETHING OF HIM,ð/2.0 eɪ/1.8 w/2.0 ɑː/2.0 n/2.0 t/2.0 ɪ/2.0 ŋ/1.8 s/2.0 ʌ/2.0 m/2.0 θ/1.8 ɪ/2.0 ŋ/2.0 ə/2.0 v/1.8 h/2.0 ɪ/2.0 m/2.0
/path/to/wavs/030460051.wav,WOULD YOU PLEASE TO WAIT,w/2.0 ʊ/2.0 d/2.0 j/2.0 u/2.0 p/2.0 l/2.0 i/1.6 z/1.6 t/2.0 u/1.6 w/2.0 eɪ/1.4 t/2.0
/path/to/wavs/030460052.wav,WHAT WAS I TO MAKE OF IT,w/2.0 ə/2.0 t/2.0 w/2.0 ə/2.0 z/1.8 aɪ/2.0 t/2.0 u/1.6 m/2.0 eɪ/2.0 k/2.0 ə/2.0 v/1.4 ɪ/2.0 t/1.8
/path/to/wavs/030460071.wav,WHAT WAS SHE HAS ABOUT,w/2.0 ə/2.0 t/2.0 w/2.0 ə/2.0 z/2.0 ʃ/2.0 i/1.8 h/2.0 æ/2.0 z/1.8 ə/1.8 b/2.0 aʊ/2.0 t/2.0
/path/to/wavs/030460085.wav,WAS IT A BED,w/2.0 ə/2.0 z/2.0 ɪ/2.0 t/2.0 ə/0.8 b/2.0 ɛ/2.0 d/2.0
/path/to/wavs/030460097.wav,I I WILL SEEN THAT YOU HAVE WAS YOU WANT,aɪ/2.0 aɪ/2.0 w/2.0 ɪ/2.0 l/1.4 s/2.0 i/2.0 n/2.0 ð/2.0 æ/2.0 t/2.0 j/2.0 u/2.0 h/2.0 æ/2.0 v/1.8 w/2.0 ə/2.0 z/2.0 j/2.0 u/1.8 w/2.0 ɑ/2.0 n/2.0 t/2.0
/path/to/wavs/030460106.wav,WHY DO I KNOW YOU,w/2.0 aɪ/2.0 d/2.0 ʊ/1.8 aɪ/2.0 n/2.0 oʊ/2.0 j/2.0 u/1.8
/path/to/wavs/030460110.wav,ALL ALL THAT WAS PAST,ɔ/2.0 l/2.0 ɔ/2.0 l/2.0 ð/2.0 æ/2.0 t/2.0 w/2.0 ə/1.8 z/2.0 p/2.0 ɑ/2.0 s/2.0 t/2.0
/path/to/wavs/030460114.wav,BUT I WOULD LIKE TO TRY,b/2.0 ə/2.0 t/2.0 aɪ/2.0 w/2.0 ʊ/2.0 d/2.0 l/2.0 aɪ/1.8 k/2.0 t/2.0 u/1.6 t/2.0 ɹ/2.0 aɪ/2.0
/path/to/wavs/030460126.wav,HAD A BIG PLACE,h/2.0 æ/2.0 d/2.0 ə/1.0 b/2.0 ɪ/2.0 ɡ/2.0 p/2.0 l/2.0 eɪ/2.0 s/2.0
/path/to/wavs/030460133.wav,NOT NOT THAT I LIKED HIM,n/2.0 ə/2.0 t/2.0 n/2.0 ə/2.0 t/2.0 ð/2.0 æ/2.0 t/2.0 aɪ/2.0 l/2.0 aɪ/2.0 k/2.0 t/1.8 h/2.0 ɪ/2.0 m/2.0
/path/to/wavs/030460142.wav,WE HAVE TO TAKE WHAT WE CAN GET,w/2.0 i/2.0 h/2.0 æ/2.0 v/2.0 t/2.0 u/1.6 t/2.0 eɪ/2.0 k/2.0 w/2.0 ə/1.8 t/2.0 w/2.0 i/2.0 k/2.0 æ/2.0 n/2.0 ɡ/2.0 ɛ/2.0 t/2.0
/path/to/wavs/030460146.wav,HOW WOULD THE THINGS GET DONE HERE,h/1.8 aʊ/2.0 w/2.0 ʊ/2.0 d/2.0 ð/1.8 ə/2.0 θ/2.0 ɪ/2.0 ŋ/2.0 z/1.6 ɡ/2.0 ɛ/2.0 t/2.0 d/2.0 ə/1.4 n/1.6 h/2.0 ɪ/2.0 ə/2.0
/path/to/wavs/030460147.wav,THE BIG BOY WERE COMING OVER ALL THE TIME,ð/1.8 ə/2.0 b/2.0 ɪ/2.0 ɡ/2.0 b/2.0 ɔɪ/0.6 w/1.6 ɚ/1.4 k/2.0 ʌ/2.0 m/2.0 ɪ/2.0 ŋ/2.0 oʊ/1.4 v/1.8 ɚ/2.0 ɔ/2.0 l/2.0 ð/1.8 ə/2.0 t/2.0 aɪ/2.0 m/1.8
/path/to/wavs/030460157.wav,NOR GET BACK TO THE BEGINNING,n/2.0 ɔ/2.0 ɡ/2.0 ɛ/2.0 t/2.0 b/2.0 æ/2.0 k/2.0 t/2.0 u/1.6 ð/2.0 ə/2.0 b/2.0 ɪ/2.0 ɡ/2.0 ɪ/2.0 n/2.0 ɪ/2.0 ŋ/2.0
/path/to/wavs/030460158.wav,AND THERE WAS THE PLANE,æ/1.8 n/2.0 d/2.0 ð/2.0 ɛ/2.0 ɹ/2.0 w/2.0 ə/2.0 z/2.0 ð/2.0 ə/2.0 p/2.0 l/2.0 eɪ/1.6 n/1.4
/path/to/wavs/030460160.wav,DOES HE KNOW YOUR PHONE NUMBER,d/2.0 ə/2.0 z/1.8 h/2.0 i/2.0 n/2.0 oʊ/2.0 j/2.0 ʊ/1.8 ə/1.8 f/2.0 oʊ/1.0 n/2.0 n/2.0 ʌ/2.0 m/2.0 b/2.0 ɚ/2.0
/path/to/wavs/030460163.wav,IT WAS A NEW DAY,ɪ/1.8 t/2.0 w/2.0 ə/2.0 z/2.0 ə/1.2 n/2.0 j/2.0 u/2.0 d/2.0 eɪ/2.0
/path/to/wavs/030490010.wav,SWEET YOU LOOK SO BEAUTIFUL TODAY,s/2.0 w/2.0 i/1.6 t/1.6 j/2.0 u/1.6 l/2.0 ʊ/2.0 k/2.0 s/2.0 oʊ/2.0 b/2.0 j/2.0 uː/2.0 t/2.0 ɪ/1.6 f/2.0 l/2.0 t/2.0 ə/2.0 d/2.0 eɪ/2.0
/path/to/wavs/030490013.wav,ITS WAS REALLY TOO MUCH,ɪ/2.0 t/1.4 s/1.4 w/2.0 ə/2.0 z/2.0 ɹ/2.0 ɪ/2.0 ʌ/2.0 l/2.0 i/2.0 t/2.0 u/1.8 m/2.0 ə/2.0 tʃ/2.0
/path/to/wavs/030490029.wav,I LOVE ALL OF THEM,aɪ/2.0 l/2.0 ə/2.0 v/2.0 ɔ/2.0 l/1.6 ə/2.0 v/2.0 ð/2.0 ə/2.0 m/1.8
/path/to/wavs/030490040.wav,WHAT IS ONE REALLY TO CARE FOR,w/2.0 ə/2.0 t/2.0 ɪ/2.0 z/2.0 w/2.0 ə/2.0 n/2.0 ɹ/2.0 ɪ/2.0 ʌ/2.0 l/2.0 i/2.0 t/2.0 u/1.6 k/2.0 ɛ/2.0 ɹ/2.0 f/2.0 ɔ/2.0 ɹ/2.0
/path/to/wavs/030490055.wav,AND YOUR WILL SING TO US WILL YOUR NOT,æ/2.0 n/2.0 d/2.0 j/2.0 ɔ/2.0 w/2.0 ɪ/1.8 l/1.8 s/2.0 ɪ/2.0 ŋ/2.0 t/2.0 u/1.6 ə/2.0 s/2.0 w/2.0 ɪ/1.6 l/1.6 j/2.0 ɔ/2.0 n/2.0 ə/2.0 t/2.0
/path/to/wavs/030490062.wav,WHERE YOU HAVE IT NOW,w/2.0 ɛ/1.6 ɹ/1.6 j/2.0 u/1.2 h/2.0 æ/2.0 v/2.0 ɪ/2.0 t/2.0 n/2.0 aʊ/2.0
/path/to/wavs/030490063.wav,WHAT OF WHERE TO SEE THEM,w/2.0 ə/2.0 t/2.0 ə/2.0 v/1.6 w/2.0 ɛ/2.0 ɹ/2.0 t/2.0 u/1.6 s/2.0 i/1.2 ð/2.0 ə/2.0 m/1.8
/path/to/wavs/030490071.wav,DOES HE GO ABOUT WITH THEM,d/2.0 ə/2.0 z/2.0 h/2.0 i/1.4 ɡ/2.0 oʊ/2.0 ə/1.6 b/2.0 aʊ/1.8 t/2.0 w/2.0 ɪ/2.0 ð/1.8 ð/2.0 ə/2.0 m/1.8
/path/to/wavs/030490076.wav,THE STORY WAS NOT NEW,ð/2.0 ə/2.0 s/2.0 t/1.8 ɔː/2.0 ɹ/2.0 i/2.0 w/2.0 ə/2.0 z/1.8 n/2.0 ə/2.0 t/2.0 n/2.0 j/2.0 u/2.0
/path/to/wavs/030490078.wav,WITH THAT THEY HAD TO GO,w/2.0 ɪ/2.0 ð/1.8 ð/2.0 æ/2.0 t/2.0 ð/2.0 eɪ/2.0 h/2.0 æ/2.0 d/2.0 t/2.0 u/1.6 ɡ/2.0 oʊ/2.0
/path/to/wavs/030490095.wav,WILL SHE BE AT HOME THIS AFTERNOON,w/2.0 ɪ/2.0 l/2.0 ʃ/2.0 i/1.8 b/2.0 i/2.0 æ/1.2 t/2.0 h/2.0 oʊ/2.0 m/1.8 ð/2.0 ɪ/2.0 s/1.8 ɑː/2.0 f/2.0 t/2.0 ə/1.8 n/2.0 uː/1.6 n/1.8
/path/to/wavs/030490126.wav,THEN THEY LET HER BE,ð/2.0 ɛ/2.0 n/2.0 ð/2.0 eɪ/2.0 l/2.0 ɛ/2.0 t/2.0 h/2.0 ɚ/2.0 b/2.0 i/1.8
/path/to/wavs/030490127.wav,MANY HAD COME ONLY FOR THAT DAY,m/2.0 ɛ/2.0 n/2.0 i/2.0 h/2.0 æ/2.0 d/2.0 k/2.0 ə/2.0 m/1.8 oʊ/1.8 n/2.0 l/2.0 i/2.0 f/2.0 ɔ/2.0 ɹ/2.0 ð/2.0 æ/2.0 t/2.0 d/2.0 eɪ/2.0
/path/to/wavs/030490130.wav,BUT WAS THAT ALL,b/2.0 ə/2.0 t/2.0 w/2.0 ə/2.0 z/2.0 ð/2.0 æ/2.0 t/2.0 ɔ/1.6 l/1.0
/path/to/wavs/030490138.wav,BUT WE WHERE TEAR THE READY,b/2.0 ə/1.8 t/2.0 w/2.0 i/2.0 w/2.0 ɛ/1.6 ɹ/1.6 t/2.0 ɛ/1.6 ɹ/1.6 ð/2.0 ə/2.0 ɹ/2.0 ɛ/2.0 d/2.0 i/2.0
/path/to/wavs/030490140.wav,WHAT ARE YOU DOING WITH HIM,w/2.0 ə/2.0 t/2.0 ɑ/2.0 j/2.0 u/1.2 d/2.0 uː/2.0 ɪ/2.0 ŋ/2.0 w/2.0 ɪ/2.0 ð/1.8 h/2.0 ɪ/2.0 m/1.8
/path/to/wavs/030490142.wav,IT IS A LONG STORY,ɪ/1.6 t/2.0 ɪ/1.6 z/2.0 ə/0.2 l/2.0 ə/1.8 ŋ/2.0 s/2.0 t/2.0 ɔː/2.0 ɹ/2.0 i/2.0
/path/to/wavs/030490166.wav,WHAT WORLD SHE HAVE HAD OF HIM,w/2.0 ə/2.0 t/2.0 w/2.0 ɚ/2.0 l/0.8 d/2.0 ʃ/2.0 i/2.0 h/2.0 æ/2.0 v/2.0 h/2.0 æ/0.4 d/2.0 ə/2.0 v/0.8 h/2.0 ɪ/2.0 m/1.8
/path/to/wavs/030490168.wav,BUT I SEE HIM,b/1.6 ə/2.0 t/2.0 aɪ/2.0 s/1.6 i/1.6 h/2.0 ɪ/2.0 m/1.8
/path/to/wavs/030490170.wav,IT WAS A DRINKING GLASS,ɪ/2.0 t/2.0 w/2.0 ə/2.0 z/2.0 ə/1.6 d/2.0 ɹ/2.0 ɪ/2.0 ŋ/2.0 k/2.0 ɪ/2.0 ŋ/2.0 ɡ/2.0 l/2.0 ɑ/2.0 s/2.0
/path/to/wavs/030680003.wav,WE HAVE TO BEGIN ARE OVER AGAIN,w/2.0 i/2.0 h/2.0 æ/2.0 v/1.8 t/2.0 u/1.8 b/2.0 ɪ/2.0 ɡ/2.0 ɪ/2.0 n/2.0 ɑ/2.0 oʊ/2.0 v/1.6 ɚ/2.0 ə/1.2 ɡ/2.0 ɛ/1.2 n/1.6
/path/to/wavs/030680005.wav,I KNOW HOW GOOD YOUR ARE TO ME,aɪ/2.0 n/2.0 oʊ/2.0 h/2.0 aʊ/1.2 ɡ/2.0 ʊ/2.0 d/2.0 j/2.0 ʊ/2.0 ə/2.0 ɑ/2.0 t/2.0 u/1.8 m/2.0 i/2.0
/path/to/wavs/030680009.wav,DO YOU CARE FOR BOOKS,d/2.0 ʊ/1.4 j/2.0 u/1.8 k/2.0 ɛ/2.0 ɹ/2.0 f/2.0 ɔ/2.0 b/2.0 ʊ/1.8 k/2.0 s/1.4
/path/to/wavs/030680016.wav,WHAT WAS MY GOOD NAME TO ME,w/2.0 ə/1.8 t/2.0 w/2.0 ə/2.0 z/2.0 m/2.0 aɪ/2.0 ɡ/2.0 ʊ/2.0 d/2.0 n/2.0 eɪ/2.0 m/2.0 t/2.0 u/1.8 m/2.0 i/2.0
/path/to/wavs/030680027.wav,IT WAS NOT TO BE DONE,ɪ/2.0 t/2.0 w/2.0 ə/2.0 z/1.8 n/2.0 ə/2.0 t/2.0 t/2.0 u/1.6 b/2.0 i/2.0 d/2.0 ə/1.6 n/1.8
/path/to/wavs/030680034.wav,WHO WAS THE BOY,h/2.0 u/2.0 w/2.0 ə/2.0 z/1.8 ð/2.0 ə/2.0 b/2.0 ɔɪ/2.0
/path/to/wavs/030680037.wav,LET HIM COME HERE,l/2.0 ɛ/2.0 t/2.0 h/2.0 ɪ/2.0 m/2.0 k/2.0 ə/2.0 m/2.0 h/2.0 ɪ/2.0 ə/2.0
/path/to/wavs/030680045.wav,AND THESE WASH NO ONE THERE,æ/2.0 n/2.0 d/2.0 ð/1.6 i/1.6 z/1.6 w/2.0 ə/2.0 ʃ/1.6 n/2.0 oʊ/2.0 w/2.0 ə/2.0 n/2.0 ð/2.0 ɛ/2.0 ɹ/2.0
/path/to/wavs/030680054.wav,BUT WHAT DOES SHE WANT HERE,b/2.0 ə/2.0 t/2.0 w/2.0 ə/2.0 t/2.0 d/2.0 ə/2.0 z/2.0 ʃ/2.0 i/2.0 w/2.0 ɑ/2.0 n/2.0 t/2.0 h/2.0 ɪ/2.0 ə/2.0
/path/to/wavs/030680056.wav,HOW WOULD IT BE THEN,h/2.0 aʊ/2.0 w/2.0 ʊ/2.0 d/2.0 ɪ/2.0 t/2.0 b/2.0 i/2.0 ð/2.0 ɛ/2.0 n/2.0
/path/to/wavs/030680072.wav,AFTER THAT YOU MAY GO,ɑː/2.0 f/2.0 t/2.0 ə/2.0 ð/1.8 æ/2.0 t/2.0 j/2.0 u/2.0 m/2.0 eɪ/2.0 ɡ/2.0 oʊ/1.6
/path/to/wavs/030680075.wav,IT WAS AFTER BREAKFAST,ɪ/2.0 t/2.0 w/2.0 ə/2.0 z/1.8 ɑː/2.0 f/2.0 t/2.0 ə/2.0 b/2.0 ɹ/2.0 ɛ/2.0 k/2.0 f/2.0 ə/2.0 s/2.0 t/2.0
/path/to/wavs/030680090.wav,THERE IS SO MUCH IN A NAME,ð/2.0 ɛ/2.0 ɹ/2.0 ɪ/2.0 z/2.0 s/2.0 oʊ/2.0 m/2.0 ə/2.0 tʃ/1.8 ɪ/2.0 n/2.0 ə/1.0 n/2.0 eɪ/2.0 m/1.8
/path/to/wavs/030680092.wav,IT WAS TOO BEAUTIFUL,ɪ/2.0 t/2.0 w/2.0 ə/2.0 z/1.8 t/2.0 u/1.8 b/2.0 j/2.0 uː/2.0 t/2.0 ɪ/2.0 f/2.0 l/2.0
/path/to/wavs/030680097.wav,SHE TURNED IT OVER,ʃ/2.0 i/1.8 t/2.0 ɚ/1.8 n/2.0 d/2.0 ɪ/2.0 t/2.0 oʊ/2.0 v/1.6 ɚ/2.0
/path/to/wavs/030680105.wav,NO TEETH WERE THERE,n/2.0 oʊ/2.0 t/2.0 i/1.2 θ/1.0 w/2.0 ɚ/2.0 ð/2.0 ɛ/2.0 ɹ/2.0
/path/to/wavs/030680114.wav,SHE LIKED WAKING ON HIM,ʃ/2.0 i/2.0 l/2.0 aɪ/1.8 k/2.0 t/1.8 w/2.0 eɪ/1.0 k/2.0 ɪ/2.0 ŋ/2.0 ə/2.0 n/2.0 h/2.0 ɪ/2.0 m/2.0
/path/to/wavs/030680119.wav,THEY MAKE ME SO HAPPY,ð/2.0 eɪ/1.8 m/2.0 eɪ/1.4 k/2.0 m/2.0 i/1.8 s/2.0 oʊ/2.0 h/2.0 æ/2.0 p/2.0 i/2.0
/path/to/wavs/030680140.wav,I KNOW IT ALL,aɪ/2.0 n/2.0 oʊ/2.0 ɪ/2.0 t/2.0 ɔ/2.0 l/1.6
/path/to/wavs/030680162.wav,GET ON WITH YOUR BREAKFAST,ɡ/2.0 ɛ/2.0 t/2.0 ə/1.8 n/2.0 w/2.0 ɪ/2.0 ð/1.8 j/2.0 ʊ/1.6 ə/1.6 b/2.0 ɹ/2.0 ɛ/2.0 k/2.0 f/2.0 ə/2.0 s/2.0 t/2.0
/path/to/wavs/030830001.wav,TELL ME WHAT YOU WANT ME TO DO,t/2.0 ɛ/2.0 l/2.0 m/2.0 i/1.8 w/2.0 ə/2.0 t/2.0 j/2.0 u/2.0 w/2.0 ɑ/2.0 n/2.0 t/1.6 m/2.0 i/2.0 t/2.0 u/1.6 d/2.0 ʊ/1.8
/path/to/wavs/030830004.wav,SHE KNOWS I WOULD,ʃ/2.0 i/2.0 n/2.0 oʊ/2.0 z/1.8 aɪ/2.0 w/2.0 ʊ/2.0 d/2.0
/path/to/wavs/030830013.wav,AND PEOPLE WERE BEGINNING TO SAY ITS OF YOU,æ/2.0 n/2.0 d/2.0 p/2.0 iː/2.0 p/2.0 l/2.0 w/2.0 ɚ/2.0 b/2.0 ɪ/2.0 ɡ/2.0 ɪ/2.0 n/2.0 ɪ/2.0 ŋ/2.0 t/2.0 u/1.8 s/2.0 eɪ/1.0 ɪ/2.0 t/1.6 s/1.6 ə/2.0 v/1.8 j/2.0 u/1.8
/path/to/wavs/030830021.wav,AND HOW ARE THINGS GOING ON HAIR NOW,æ/2.0 n/2.0 d/2.0 h/2.0 aʊ/1.8 ɑ/2.0 θ/1.4 ɪ/2.0 ŋ/2.0 z/2.0 ɡ/2.0 oʊ/2.0 ɪ/2.0 ŋ/2.0 ə/2.0 n/2.0 h/2.0 ɛ/2.0 ɹ/2.0 n/2.0 aʊ/1.4
/path/to/wavs/030830030.wav,WE KNOW THAT WELL,w/2.0 i/2.0 n/2.0 oʊ/1.0 ð/2.0 æ/2.0 t/2.0 w/2.0 ɛ/1.6 l/1.2
/path/to/wavs/030830033.wav,I WANTS WORK AND ITS IS MY RIGHT,aɪ/2.0 w/2.0 ʌ/2.0 n/2.0 t/2.0 s/2.0 w/2.0 ɚ/2.0 k/2.0 æ/2.0 n/2.0 d/2.0 ɪ/2.0 t/2.0 s/2.0 ɪ/2.0 z/1.8 m/2.0 aɪ/2.0 ɹ/2.0 aɪ/2.0 t/2.0
/path/to/wavs/030830043.wav,I DO NOT KNOW HIM,aɪ/2.0 d/2.0 ʊ/1.6 n/2.0 ə/2.0 t/2.0 n/2.0 oʊ/1.2 h/2.0 ɪ/2.0 m/1.8
/path/to/wavs/030830069.wav,YES I KNOW YOU LOVE ME,j/2.0 ɛ/2.0 s/2.0 aɪ/2.0 n/2.0 oʊ/2.0 j/2.0 u/1.8 l/2.0 ə/2.0 v/1.8 m/2.0 i/1.8
/path/to/wavs/030830074.wav,HOW HAPPY YOU BOTH LOOK,h/2.0 aʊ/2.0 h/2.0 æ/2.0 p/2.0 i/2.0 j/2.0 u/1.8 b/2.0 oʊ/2.0 θ/2.0 l/2.0 ʊ/2.0 k/2.0
/path/to/wavs/030830093.wav,SHE WORD NOT SAY WHAT,ʃ/2.0 i/2.0 w/2.0 ɚ/2.0 d/2.0 n/2.0 ə/1.8 t/2.0 s/2.0 eɪ/1.8 w/2.0 ə/1.8 t/2.0
/path/to/wavs/030830094.wav,IT ME ALL BE OVER,ɪ/2.0 t/2.0 m/2.0 i/2.0 ɔ/2.0 l/2.0 b/2.0 i/2.0 oʊ/2.0 v/2.0 ɚ/2.0
/path/to/wavs/030830102.wav,SHE WILL KNOW WHAT'S I WANT,ʃ/2.0 i/1.8 w/2.0 ɪ/2.0 l/2.0 n/2.0 oʊ/2.0 w/2.0 ə/2.0 t/2.0 s/2.0 aɪ/2.0 w/2.0 ɑ/2.0 n/2.0 t/2.0
/path/to/wavs/030830116.wav,LET US GO IN TO IT,l/2.0 ɛ/2.0 t/2.0 ə/2.0 s/2.0 ɡ/2.0 oʊ/2.0 ɪ/2.0 n/2.0 t/2.0 u/1.8 ɪ/2.0 t/2.0
/path/to/wavs/030830118.wav,THEN HE TURNED BACK AND LOOKED AT HER,ð/2.0 ɛ/2.0 n/2.0 h/2.0 i/1.8 t/2.0 ɚ/1.4 n/2.0 d/2.0 b/2.0 æ/2.0 k/2.0 æ/2.0 n/2.0 d/2.0 l/2.0 ʊ/1.6 k/2.0 t/2.0 æ/2.0 t/2.0 h/2.0 ɚ/2.0
/path/to/wavs/030830124.wav,IN ANY CASE HE IS SURE TO LOVE HAIR BEST,ɪ/2.0 n/2.0 ɛ/2.0 n/2.0 i/2.0 k/2.0 eɪ/2.0 s/2.0 h/2.0 i/1.4 ɪ/2.0 z/1.8 ʃ/1.4 ɔ/1.4 t/2.0 u/1.8 l/2.0 ə/2.0 v/2.0 h/2.0 ɛ/2.0 ɹ/2.0 b/2.0 ɛ/2.0 s/2.0 t/2.0
/path/to/wavs/030830129.wav,WHICH DO YOU CARE TO USE,w/2.0 ɪ/2.0 tʃ/2.0 d/2.0 ʊ/2.0 j/2.0 u/2.0 k/2.0 ɛ/2.0 ɹ/2.0 t/2.0 u/1.8 j/2.0 u/2.0 z/2.0
/path/to/wavs/030830135.wav,AND THERE WE WERE,æ/2.0 n/2.0 d/2.0 ð/2.0 ɛ/2.0 ɹ/2.0 w/2.0 i/2.0 w/2.0 ɚ/1.2
/path/to/wavs/030830147.wav,WHAT WERE YOU PARENTS,w/2.0 ə/2.0 t/2.0 w/2.0 ɚ/2.0 j/2.0 u/1.0 p/2.0 ɛ/2.0 ɹ/2.0 ə/2.0 n/2.0 t/1.2 s/1.2
/path/to/wavs/030830154.wav,STAY WITH MY MOTHER,s/2.0 t/2.0 eɪ/2.0 w/2.0 ɪ/2.0 ð/2.0 m/2.0 aɪ/2.0 m/2.0 ʌ/2.0 ð/2.0 ɚ/2.0
/path/to/wavs/030830169.wav,HE WILL HELP YOU,h/2.0 i/1.8 w/2.0 ɪ/2.0 l/2.0 h/2.0 ɛ/1.8 l/1.4 p/2.0 j/2.0 u/2.0
/path/to/wavs/030880003.wav,THEN LET IT STAY THERE,ð/1.2 ɛ/1.4 n/1.0 l/2.0 ɛ/2.0 t/2.0 ɪ/1.6 t/2.0 s/1.6 t/0.8 eɪ/0.8 ð/2.0 ɛ/2.0 ɹ/2.0
/path/to/wavs/030880015.wav,YOU KNOW WELL THAT,j/2.0 u/1.8 n/2.0 oʊ/2.0 w/2.0 ɛ/1.6 l/2.0 ð/2.0 æ/2.0 t/2.0
/path/to/wavs/030880018.wav,I WILL TALK TO THE WATER,aɪ/2.0 w/2.0 ɪ/2.0 l/1.6 t/2.0 ɔ/1.8 k/2.0 t/2.0 u/1.8 ð/2.0 ə/2.0 w/2.0 ɔː/1.8 t/2.0 ɚ/2.0
/path/to/wavs/030880019.wav,I AM GOING TO TRY,aɪ/2.0 ə/1.6 m/2.0 ɡ/2.0 oʊ/2.0 ɪ/2.0 ŋ/2.0 t/2.0 u/1.8 t/2.0 ɹ/2.0 aɪ/2.0
/path/to/wavs/030880025.wav,HOW WOULD IT BE WITH HIM THEN,h/2.0 aʊ/2.0 w/2.0 ʊ/2.0 d/2.0 ɪ/1.6 t/2.0 b/2.0 i/1.8 w/2.0 ɪ/2.0 ð/1.4 h/2.0 ɪ/2.0 m/2.0 ð/2.0 ɛ/2.0 n/2.0
/path/to/wavs/030880041.wav,THIS WAS THAT THE POOR BOY HAD WANTED TO KNOW,ð/2.0 ɪ/2.0 s/2.0 w/2.0 ə/2.0 z/1.8 ð/2.0 æ/2.0 t/2.0 ð/2.0 ə/2.0 p/2.0 ʊ/1.2 ə/1.2 b/2.0 ɔɪ/2.0 h/2.0 æ/2.0 d/2.0 w/2.0 ɑː/2.0 n/2.0 t/2.0 ɪ/2.0 d/2.0 t/2.0 u/1.8 n/2.0 oʊ/2.0
/path/to/wavs/030880049.wav,THIS IS GETTING INTERESTING,ð/2.0 ɪ/2.0 s/2.0 ɪ/2.0 z/1.8 ɡ/2.0 ɛ/1.6 t/2.0 ɪ/2.0 ŋ/2.0 ɪ/2.0 n/2.0 t/2.0 ɹ/2.0 ə/2.0 s/2.0 t/1.8 ɪ/2.0 ŋ/2.0
/path/to/wavs/030880057.wav,YOU HAVE DONE WITH TRAINS,j/2.0 u/1.8 h/2.0 æ/2.0 v/1.8 d/2.0 ə/1.6 n/2.0 w/2.0 ɪ/2.0 ð/1.6 t/2.0 ɹ/2.0 eɪ/1.2 n/2.0 z/1.6
/path/to/wavs/030880058.wav,OH I KNOW HOW TO MAKE THEM,oʊ/2.0 aɪ/2.0 n/2.0 oʊ/2.0 h/2.0 aʊ/2.0 t/2.0 u/2.0 m/2.0 eɪ/2.0 k/2.0 ð/2.0 ɛ/2.0 m/1.6
