audio_path,transcript,chosen,rejected,dpo_weight
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2251/022510320.WAV,KEEPING MY HAND IN MY POCKET,k/Excellent iː/Excellent p/Excellent ɪ/Excellent ŋ/Excellent m/Excellent aɪ/Excellent h/Excellent æ/Excellent n/Excellent d/Excellent ɪ/Excellent n/Excellent m/Excellent aɪ/Excellent p/Excellent ʌ/Excellent k/Excellent ɪ/Excellent t/Excellent,k/Good iː/Good p/Good ɪ/Good ŋ/Good m/Good aɪ/Good h/Good æ/Good n/Good d/Good ɪ/Good n/Good m/Good aɪ/Good p/Good ʌ/Good k/Good ɪ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2251/022510323.WAV,SHE WANTS TO GET CAUGHT,ʃ/Excellent i/Good w/Excellent ʌ/Excellent n/Excellent t/Excellent s/Excellent t/Excellent u/Good ɡ/Excellent ɛ/Excellent t/Excellent k/Excellent ɔ/Good t/Excellent,ʃ/Good i/Excellent w/Good ʌ/Good n/Good t/Good s/Good t/Good u/Excellent ɡ/Good ɛ/Good t/Good k/Good ɔ/Excellent t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2251/022510368.WAV,BUT HOW MANY WILL NEVER SEE IT,b/Excellent ə/Excellent t/Excellent h/Excellent aʊ/Excellent m/Excellent ɛ/Excellent n/Excellent i/Excellent w/Excellent ɪ/Excellent l/Excellent n/Excellent ɛ/Excellent v/Excellent ɚ/Excellent s/Excellent i/Excellent ɪ/Excellent t/Excellent,b/Good ə/Good t/Good h/Good aʊ/Good m/Good ɛ/Good n/Good i/Good w/Good ɪ/Good l/Good n/Good ɛ/Good v/Good ɚ/Good s/Good i/Good ɪ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820020.WAV,THE MAN YOU ARE TALKING ABOUT HAD A BROWN JACKET,ð/Average ə/Good m/Excellent æ/Excellent n/Excellent j/Excellent u/Excellent ɑ/Good t/Excellent ɔː/Excellent k/Excellent ɪ/Excellent ŋ/Excellent ə/Excellent b/Excellent aʊ/Excellent t/Excellent h/Excellent æ/Excellent d/Excellent ə/Excellent b/Bad ɹ/Excellent aʊ/Good n/Excellent dʒ/Excellent æ/Excellent k/Excellent ɪ/Excellent t/Excellent,ð/Bad ə/Average m/Good æ/Good n/Good j/Good u/Good ɑ/Average t/Good ɔː/Good k/Good ɪ/Good ŋ/Good ə/Good b/Good aʊ/Good t/Good h/Good æ/Good d/Good ə/Good b/Worst ɹ/Good aʊ/Average n/Good dʒ/Good æ/Good k/Good ɪ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820021.WAV,SOME WORKERS WERE BACK ON THE JOB,s/Excellent ə/Excellent m/Excellent w/Excellent ɜː/Excellent k/Excellent ɚ/Excellent z/Excellent w/Excellent ɚ/Excellent b/Excellent æ/Bad k/Excellent ə/Excellent n/Excellent ð/Good ə/Excellent dʒ/Excellent ə/Excellent b/Excellent,s/Good ə/Good m/Good w/Good ɜː/Good k/Good ɚ/Good z/Good w/Good ɚ/Good b/Good æ/Average k/Good ə/Good n/Good ð/Average ə/Good dʒ/Good ə/Good b/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820026.WAV,THEY WOULD NOT STAND FOR IT,ð/Excellent eɪ/Excellent w/Average ʊ/Average d/Average n/Excellent ə/Excellent t/Excellent s/Excellent t/Excellent æ/Excellent n/Excellent d/Excellent f/Excellent ɔ/Good ɹ/Excellent ɪ/Excellent t/Excellent,ð/Good eɪ/Good w/Good ʊ/Good d/Good n/Good ə/Good t/Good s/Good t/Good æ/Good n/Good d/Good f/Good ɔ/Excellent ɹ/Good ɪ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820042.WAV,SOMEBODY WHO CAN HIT HOME RUNS AND DRIVE IN RUNS,s/Excellent ʌ/Excellent m/Excellent b/Excellent ə/Excellent d/Excellent i/Excellent h/Excellent u/Excellent k/Excellent æ/Excellent n/Excellent h/Excellent ɪ/Excellent t/Excellent h/Excellent oʊ/Excellent m/Excellent ɹ/Excellent ə/Average n/Good z/Good æ/Excellent n/Excellent d/Good d/Excellent ɹ/Excellent aɪ/Excellent v/Excellent ɪ/Excellent n/Excellent ɹ/Excellent ə/Average n/Good z/Good,s/Good ʌ/Good m/Good b/Good ə/Good d/Good i/Good h/Good u/Good k/Good æ/Good n/Good h/Good ɪ/Good t/Good h/Good oʊ/Good m/Good ɹ/Good ə/Good n/Average z/Excellent æ/Good n/Good d/Average d/Good ɹ/Good aɪ/Good v/Good ɪ/Good n/Good ɹ/Good ə/Bad n/Average z/Average,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820062.WAV,HE PROBABLY IS THE MOST TALENTED IN THE SECONDARY,h/Excellent i/Excellent p/Excellent ɹ/Excellent ʌ/Excellent b/Good ə/Good b/Excellent l/Excellent i/Excellent ɪ/Excellent z/Excellent ð/Excellent ə/Good m/Excellent oʊ/Excellent s/Excellent t/Good t/Excellent æ/Excellent l/Excellent ə/Excellent n/Excellent t/Excellent ɪ/Excellent d/Excellent ɪ/Excellent n/Excellent ð/Excellent ə/Excellent s/Excellent ɛ/Excellent k/Excellent ə/Excellent n/Good d/Good ɛ/Average ɹ/Average i/Excellent,h/Good i/Good p/Good ɹ/Good ʌ/Good b/Excellent ə/Average b/Good l/Good i/Good ɪ/Good z/Good ð/Good ə/Excellent m/Good oʊ/Good s/Good t/Excellent t/Good æ/Good l/Good ə/Good n/Good t/Good ɪ/Good d/Good ɪ/Good n/Good ð/Good ə/Good s/Good ɛ/Good k/Good ə/Good n/Excellent d/Excellent ɛ/Good ɹ/Good i/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820072.WAV,IF THERE WERE GAMES WE WOULD BENEFIT FROM THEM,ɪ/Excellent f/Excellent ð/Excellent ɛ/Excellent ɹ/Excellent w/Excellent ɚ/Excellent ɡ/Excellent eɪ/Excellent m/Excellent z/Good w/Excellent i/Excellent w/Excellent ʊ/Excellent d/Excellent b/Excellent ɛ/Excellent n/Good ɪ/Good f/Excellent ɪ/Excellent t/Excellent f/Excellent ɹ/Excellent ə/Excellent m/Excellent ð/Excellent ɛ/Excellent m/Good,ɪ/Good f/Good ð/Good ɛ/Good ɹ/Good w/Good ɚ/Good ɡ/Good eɪ/Good m/Good z/Excellent w/Good i/Good w/Good ʊ/Good d/Good b/Good ɛ/Good n/Excellent ɪ/Excellent f/Good ɪ/Good t/Good f/Good ɹ/Good ə/Good m/Good ð/Good ɛ/Good m/Average,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820079.WAV,I WAS WATCHING BACK AND FIRTH BACK AND FIRTH,aɪ/Excellent w/Excellent ə/Excellent z/Good w/Excellent ʌ/Excellent tʃ/Excellent ɪ/Excellent ŋ/Excellent b/Excellent æ/Excellent k/Excellent æ/Excellent n/Excellent d/Excellent f/Excellent ɚ/Excellent θ/Excellent b/Excellent æ/Excellent k/Excellent æ/Excellent n/Excellent d/Excellent f/Excellent ɚ/Excellent θ/Excellent,aɪ/Good w/Good ə/Good z/Excellent w/Good ʌ/Good tʃ/Good ɪ/Good ŋ/Good b/Good æ/Good k/Good æ/Good n/Good d/Good f/Good ɚ/Good θ/Good b/Good æ/Good k/Good æ/Good n/Good d/Good f/Good ɚ/Good θ/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820106.WAV,MANY OF THE TROOPS WERE BADLY BURNED,m/Excellent ɛ/Excellent n/Excellent i/Excellent ə/Excellent v/Excellent ð/Excellent ə/Excellent t/Excellent ɹ/Excellent u/Bad p/Excellent s/Excellent w/Excellent ɚ/Excellent b/Excellent æ/Excellent d/Excellent l/Excellent i/Excellent b/Excellent ɚ/Excellent n/Average d/Excellent,m/Good ɛ/Good n/Good i/Good ə/Good v/Good ð/Good ə/Good t/Good ɹ/Good u/Worst p/Good s/Good w/Good ɚ/Good b/Good æ/Good d/Good l/Good i/Good b/Good ɚ/Good n/Bad d/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820107.WAV,I JUST WANTED TO PLAY STEADY,aɪ/Excellent dʒ/Excellent ə/Excellent s/Excellent t/Excellent w/Excellent ɑː/Excellent n/Excellent t/Excellent ɪ/Excellent d/Good t/Excellent u/Excellent p/Excellent l/Excellent eɪ/Excellent s/Excellent t/Excellent ɛ/Worst d/Excellent i/Excellent,aɪ/Good dʒ/Good ə/Good s/Good t/Good w/Good ɑː/Good n/Good t/Good ɪ/Good d/Average t/Good u/Good p/Good l/Good eɪ/Good s/Good t/Good ɛ/Bad d/Good i/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820121.WAV,ANIMAL KINGDOM DAY AND NIGHT,æ/Excellent n/Excellent ɪ/Excellent m/Excellent l/Excellent k/Excellent ɪ/Excellent ŋ/Excellent d/Excellent ə/Excellent m/Good d/Average eɪ/Good æ/Excellent n/Excellent d/Good n/Good aɪ/Good t/Excellent,æ/Good n/Good ɪ/Good m/Good l/Good k/Good ɪ/Good ŋ/Good d/Good ə/Good m/Average d/Bad eɪ/Average æ/Good n/Good d/Excellent n/Average aɪ/Excellent t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820134.WAV,WHAT A GREAT SUNDAY MORNING,w/Excellent ə/Excellent t/Excellent ə/Excellent ɡ/Excellent ɹ/Excellent eɪ/Excellent t/Excellent s/Excellent ʌ/Excellent n/Good d/Excellent i/Good m/Excellent ɔː/Excellent ɹ/Good n/Excellent ɪ/Excellent ŋ/Excellent,w/Good ə/Good t/Good ə/Good ɡ/Good ɹ/Good eɪ/Good t/Good s/Good ʌ/Good n/Average d/Good i/Average m/Good ɔː/Good ɹ/Excellent n/Good ɪ/Good ŋ/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820142.WAV,THEY HAD A GOOD SEASON,ð/Excellent eɪ/Excellent h/Excellent æ/Excellent d/Excellent ə/Excellent ɡ/Good ʊ/Excellent d/Excellent s/Excellent iː/Excellent z/Excellent n/Excellent,ð/Good eɪ/Good h/Good æ/Good d/Good ə/Good ɡ/Average ʊ/Good d/Good s/Good iː/Good z/Good n/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820155.WAV,QUICK CHANGE HOW DO YOU DO IT,k/Excellent w/Excellent ɪ/Excellent k/Excellent tʃ/Excellent eɪ/Excellent n/Excellent dʒ/Excellent h/Excellent aʊ/Excellent d/Excellent ʊ/Good j/Excellent u/Excellent d/Excellent ʊ/Good ɪ/Excellent t/Excellent,k/Good w/Good ɪ/Good k/Good tʃ/Good eɪ/Good n/Good dʒ/Good h/Good aʊ/Good d/Good ʊ/Excellent j/Good u/Good d/Good ʊ/Excellent ɪ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820191.WAV,GOING TO TRY AND MAKE IT,ɡ/Excellent oʊ/Excellent ɪ/Excellent ŋ/Excellent t/Excellent u/Excellent t/Excellent ɹ/Excellent aɪ/Excellent æ/Excellent n/Excellent d/Good m/Excellent eɪ/Excellent k/Excellent ɪ/Excellent t/Excellent,ɡ/Good oʊ/Good ɪ/Good ŋ/Good t/Good u/Good t/Good ɹ/Good aɪ/Good æ/Good n/Good d/Excellent m/Good eɪ/Good k/Good ɪ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820197.WAV,FIRST GAME DAY OF THE YEAR,f/Excellent ɚ/Excellent s/Excellent t/Excellent ɡ/Excellent eɪ/Excellent m/Excellent d/Excellent eɪ/Excellent ə/Excellent v/Excellent ð/Good ə/Excellent j/Excellent ɪ/Good ə/Good,f/Good ɚ/Good s/Good t/Good ɡ/Good eɪ/Good m/Good d/Good eɪ/Good ə/Good v/Good ð/Excellent ə/Good j/Good ɪ/Average ə/Average,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820281.WAV,WE ARE IN THE BACK,w/Excellent i/Excellent ɑ/Excellent ɹ/Excellent ɪ/Excellent n/Excellent ð/Good ə/Excellent b/Excellent æ/Excellent k/Excellent,w/Good i/Good ɑ/Good ɹ/Good ɪ/Good n/Good ð/Excellent ə/Good b/Good æ/Good k/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820291.WAV,I READ A LOT OF FICTION,aɪ/Excellent ɹ/Excellent i/Bad d/Excellent ə/Excellent l/Excellent ə/Excellent t/Excellent ə/Excellent v/Good f/Excellent ɪ/Excellent k/Excellent ʃ/Excellent n/Excellent,aɪ/Good ɹ/Good i/Worst d/Good ə/Good l/Good ə/Good t/Good ə/Good v/Excellent f/Good ɪ/Good k/Good ʃ/Good n/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820293.WAV,EDGE OF TOMORROW IS GOOD TIME,ɛ/Average dʒ/Excellent ə/Excellent v/Excellent t/Excellent ə/Excellent m/Excellent ʌ/Excellent ɹ/Excellent oʊ/Good ɪ/Excellent z/Excellent ɡ/Excellent ʊ/Good d/Good t/Excellent aɪ/Excellent m/Good,ɛ/Bad dʒ/Good ə/Good v/Good t/Good ə/Good m/Good ʌ/Good ɹ/Good oʊ/Excellent ɪ/Good z/Good ɡ/Good ʊ/Average d/Average t/Good aɪ/Good m/Excellent,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820317.WAV,WE CAN TALK ABOUT THIS LATER,w/Excellent i/Excellent k/Excellent æ/Excellent n/Excellent t/Excellent ɔ/Excellent k/Excellent ə/Excellent b/Excellent aʊ/Excellent t/Excellent ð/Good ɪ/Excellent s/Excellent l/Excellent eɪ/Excellent t/Excellent ɚ/Excellent,w/Good i/Good k/Good æ/Good n/Good t/Good ɔ/Good k/Good ə/Good b/Good aʊ/Good t/Good ð/Excellent ɪ/Good s/Good l/Good eɪ/Good t/Good ɚ/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2282/022820357.WAV,HERE'S THE GREAT MAN HIMSELF,h/Excellent ɪ/Excellent ə/Excellent z/Good ð/Average ə/Average ɡ/Excellent ɹ/Excellent eɪ/Excellent t/Excellent m/Excellent æ/Excellent n/Excellent h/Excellent ɪ/Excellent m/Bad s/Excellent ɛ/Excellent l/Excellent f/Excellent,h/Good ɪ/Good ə/Good z/Average ð/Bad ə/Bad ɡ/Good ɹ/Good eɪ/Good t/Good m/Good æ/Good n/Good h/Good ɪ/Good m/Worst s/Good ɛ/Good l/Good f/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800015.WAV,I AM SO SORRY TO ALL OF YOU,aɪ/Excellent eɪ/Bad ɛ/Excellent m/Excellent s/Excellent oʊ/Excellent s/Excellent ʌ/Excellent ɹ/Excellent i/Excellent t/Excellent u/Good ɔ/Excellent l/Good ə/Excellent v/Excellent j/Excellent u/Good,aɪ/Good eɪ/Average ɛ/Good m/Good s/Good oʊ/Good s/Good ʌ/Good ɹ/Good i/Good t/Good u/Average ɔ/Good l/Excellent ə/Good v/Good j/Good u/Average,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800042.WAV,THE OTHERS WERE TREATED IN THE EMERGENCY ROOM,ð/Excellent ə/Good ə/Excellent ð/Excellent ɚ/Excellent z/Good w/Excellent ɚ/Excellent t/Excellent ɹ/Excellent iː/Excellent t/Excellent ɪ/Excellent d/Excellent ɪ/Excellent n/Excellent ð/Excellent ə/Good ɪ/Excellent m/Excellent ɜː/Excellent dʒ/Excellent ə/Excellent n/Excellent s/Excellent i/Excellent ɹ/Excellent ʊ/Excellent m/Excellent,ð/Good ə/Average ə/Good ð/Good ɚ/Good z/Average w/Good ɚ/Good t/Good ɹ/Good iː/Good t/Good ɪ/Good d/Good ɪ/Good n/Good ð/Good ə/Average ɪ/Good m/Good ɜː/Good dʒ/Good ə/Good n/Good s/Good i/Good ɹ/Good ʊ/Good m/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800056.WAV,HE MAY HAVE ALREADY STARTED,h/Excellent i/Good m/Excellent eɪ/Excellent h/Excellent æ/Excellent v/Excellent ɔ/Average l/Excellent ɹ/Excellent ɛ/Good d/Excellent i/Excellent s/Excellent t/Excellent ɑː/Excellent ɹ/Excellent t/Excellent ɪ/Excellent d/Good,h/Good i/Average m/Good eɪ/Good h/Good æ/Good v/Good ɔ/Good l/Good ɹ/Good ɛ/Average d/Good i/Good s/Good t/Good ɑː/Good ɹ/Good t/Good ɪ/Good d/Average,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800093.WAV,THAT'S A GOOD WAY TO APPROACH IT I THINK,ð/Excellent æ/Excellent t/Excellent s/Excellent ə/Average ɡ/Excellent ʊ/Excellent d/Excellent w/Excellent eɪ/Excellent t/Excellent u/Excellent ə/Excellent p/Excellent ɹ/Excellent oʊ/Excellent tʃ/Excellent ɪ/Excellent t/Excellent aɪ/Excellent θ/Excellent ɪ/Excellent ŋ/Excellent k/Excellent,ð/Good æ/Good t/Good s/Good ə/Good ɡ/Good ʊ/Good d/Good w/Good eɪ/Good t/Good u/Good ə/Good p/Good ɹ/Good oʊ/Good tʃ/Good ɪ/Good t/Good aɪ/Good θ/Good ɪ/Good ŋ/Good k/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800114.WAV,HE SHOULD HAVE LET THE ORGANIZATION AND THE MANAGER KNOW,h/Excellent i/Excellent ʃ/Excellent ʊ/Excellent d/Excellent h/Excellent æ/Excellent v/Excellent l/Excellent ɛ/Excellent t/Excellent ð/Excellent ə/Excellent ɔː/Excellent ɡ/Excellent ə/Excellent n/Excellent aɪ/Excellent z/Excellent eɪ/Excellent ʃ/Excellent n/Excellent æ/Excellent n/Excellent d/Good ð/Excellent ə/Excellent m/Excellent æ/Excellent n/Excellent ɪ/Excellent dʒ/Excellent ə/Excellent n/Excellent oʊ/Excellent,h/Good i/Good ʃ/Good ʊ/Good d/Good h/Good æ/Good v/Good l/Good ɛ/Good t/Good ð/Good ə/Good ɔː/Good ɡ/Good ə/Good n/Good aɪ/Good z/Good eɪ/Good ʃ/Good n/Good æ/Good n/Good d/Average ð/Good ə/Good m/Good æ/Good n/Good ɪ/Good dʒ/Good ə/Good n/Good oʊ/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800124.WAV,WE HAVE TO LET THEM KNOW THEY ARE SPECIAL,w/Excellent i/Excellent h/Excellent æ/Excellent v/Excellent t/Excellent u/Excellent l/Excellent ɛ/Excellent t/Excellent ð/Excellent ə/Excellent m/Good n/Excellent oʊ/Excellent ð/Excellent eɪ/Excellent ɑ/Excellent s/Excellent p/Excellent ɛ/Excellent ʃ/Excellent l/Excellent,w/Good i/Good h/Good æ/Good v/Good t/Good u/Good l/Good ɛ/Good t/Good ð/Good ə/Good m/Excellent n/Good oʊ/Good ð/Good eɪ/Good ɑ/Good s/Good p/Good ɛ/Good ʃ/Good l/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800160.WAV,GOING TO ANY OTHER GAMES,ɡ/Excellent oʊ/Excellent ɪ/Excellent ŋ/Excellent t/Excellent u/Good ɛ/Excellent n/Excellent i/Excellent ʌ/Excellent ð/Excellent ə/Excellent ɡ/Excellent eɪ/Excellent m/Excellent z/Good,ɡ/Good oʊ/Good ɪ/Good ŋ/Good t/Good u/Excellent ɛ/Good n/Good i/Good ʌ/Good ð/Good ə/Good ɡ/Good eɪ/Good m/Good z/Excellent,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800186.WAV,I MADE IT TO THE FINALE,aɪ/Excellent m/Excellent eɪ/Excellent d/Excellent ɪ/Excellent t/Excellent t/Excellent u/Good ð/Excellent ə/Excellent f/Excellent ɪ/Bad n/Good æ/Bad l/Bad i/Worst,aɪ/Good m/Good eɪ/Good d/Good ɪ/Good t/Good t/Good u/Excellent ð/Good ə/Good f/Good ɪ/Average n/Average æ/Average l/Average i/Bad,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800242.WAV,CERTAINLY YOU CAN BE MORE SPECIFIC,s/Excellent ɜː/Excellent t/Excellent n/Excellent l/Excellent i/Excellent j/Excellent u/Good k/Excellent æ/Excellent n/Excellent b/Excellent i/Good m/Excellent ɔ/Excellent s/Excellent p/Excellent ə/Excellent s/Excellent ɪ/Good f/Excellent ɪ/Excellent k/Excellent,s/Good ɜː/Good t/Good n/Good l/Good i/Good j/Good u/Average k/Good æ/Good n/Good b/Good i/Excellent m/Good ɔ/Good s/Good p/Good ə/Good s/Good ɪ/Average f/Good ɪ/Good k/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800260.WAV,HOW MUCH TIME DO YOU SPEND DOING,h/Excellent aʊ/Excellent m/Excellent ə/Excellent tʃ/Excellent t/Excellent aɪ/Excellent m/Excellent d/Excellent ʊ/Good j/Excellent u/Good s/Excellent p/Excellent ɛ/Excellent n/Excellent d/Good d/Excellent uː/Excellent ɪ/Excellent ŋ/Excellent,h/Good aʊ/Good m/Good ə/Good tʃ/Good t/Good aɪ/Good m/Good d/Good ʊ/Average j/Good u/Average s/Good p/Good ɛ/Good n/Good d/Average d/Good uː/Good ɪ/Good ŋ/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800277.WAV,BUT NO NEED FOR THAT NOW,b/Excellent ə/Excellent t/Excellent n/Excellent oʊ/Excellent n/Excellent i/Excellent d/Excellent f/Excellent ɔ/Excellent ð/Excellent æ/Excellent t/Excellent n/Excellent aʊ/Excellent,b/Good ə/Good t/Good n/Good oʊ/Good n/Good i/Good d/Good f/Good ɔ/Good ð/Good æ/Good t/Good n/Good aʊ/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800278.WAV,I WAS ABLE TO DEFEND AGAINST IT SUCCESSFULLY,aɪ/Excellent w/Excellent ə/Excellent z/Excellent eɪ/Excellent b/Excellent l/Excellent t/Excellent u/Excellent d/Excellent ɪ/Excellent f/Excellent ɛ/Excellent n/Excellent d/Excellent ə/Excellent ɡ/Excellent ɛ/Excellent n/Excellent s/Excellent t/Excellent ɪ/Excellent t/Excellent s/Excellent ə/Excellent k/Excellent s/Excellent ɛ/Excellent s/Excellent f/Excellent ə/Excellent l/Excellent i/Excellent,aɪ/Good w/Good ə/Good z/Good eɪ/Good b/Good l/Good t/Good u/Good d/Good ɪ/Good f/Good ɛ/Good n/Good d/Good ə/Good ɡ/Good ɛ/Good n/Good s/Good t/Good ɪ/Good t/Good s/Good ə/Good k/Good s/Good ɛ/Good s/Good f/Good ə/Good l/Good i/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800280.WAV,HOPE SHE HAD A GOOD DAY MATE,h/Excellent oʊ/Excellent p/Excellent ʃ/Excellent i/Good h/Excellent æ/Excellent d/Excellent ə/Excellent ɡ/Excellent ʊ/Excellent d/Excellent d/Excellent eɪ/Excellent m/Excellent eɪ/Excellent t/Excellent,h/Good oʊ/Good p/Good ʃ/Good i/Average h/Good æ/Good d/Good ə/Good ɡ/Good ʊ/Good d/Good d/Good eɪ/Good m/Good eɪ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800298.WAV,PLANTS GROW TO THE SIZE OF THE POT,p/Excellent l/Excellent æ/Excellent n/Excellent t/Excellent s/Excellent ɡ/Excellent ɹ/Excellent oʊ/Excellent t/Excellent u/Excellent ð/Excellent ə/Excellent s/Excellent aɪ/Excellent z/Excellent ə/Excellent v/Excellent ð/Excellent ə/Excellent p/Excellent ə/Excellent t/Good,p/Good l/Good æ/Good n/Good t/Good s/Good ɡ/Good ɹ/Good oʊ/Good t/Good u/Good ð/Good ə/Good s/Good aɪ/Good z/Good ə/Good v/Good ð/Good ə/Good p/Good ə/Good t/Excellent,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800326.WAV,THAT KID HAD NOTHING TO DO WITH IT,ð/Excellent æ/Excellent t/Excellent k/Excellent ɪ/Excellent d/Excellent h/Excellent æ/Excellent d/Excellent n/Excellent ʌ/Excellent θ/Excellent ɪ/Excellent ŋ/Excellent t/Excellent u/Good d/Excellent ʊ/Good w/Excellent ɪ/Excellent ð/Excellent ɪ/Excellent t/Excellent,ð/Good æ/Good t/Good k/Good ɪ/Good d/Good h/Good æ/Good d/Good n/Good ʌ/Good θ/Good ɪ/Good ŋ/Good t/Good u/Excellent d/Good ʊ/Average w/Good ɪ/Good ð/Good ɪ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800330.WAV,IT WAS PROBABLY ABOUT FIVE O'CLOCK IN THE MORNING,ɪ/Excellent t/Excellent w/Excellent ə/Excellent z/Good p/Excellent ɹ/Excellent ʌ/Excellent b/Excellent ə/Excellent b/Excellent l/Excellent i/Excellent ə/Excellent b/Excellent aʊ/Excellent t/Excellent f/Excellent aɪ/Excellent v/Excellent ə/Excellent k/Excellent l/Excellent ʌ/Excellent k/Excellent ɪ/Excellent n/Excellent ð/Excellent ə/Excellent m/Excellent ɔː/Excellent n/Excellent ɪ/Excellent ŋ/Excellent,ɪ/Good t/Good w/Good ə/Good z/Average p/Good ɹ/Good ʌ/Good b/Good ə/Good b/Good l/Good i/Good ə/Good b/Good aʊ/Good t/Good f/Good aɪ/Good v/Good ə/Good k/Good l/Good ʌ/Good k/Good ɪ/Good n/Good ð/Good ə/Good m/Good ɔː/Good n/Good ɪ/Good ŋ/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2380/023800338.WAV,THIS IS NO FANCY SKETCH BUT THE TRUTH,ð/Excellent ɪ/Excellent s/Excellent ɪ/Excellent z/Excellent n/Excellent oʊ/Worst f/Excellent æ/Excellent n/Excellent s/Excellent i/Excellent s/Excellent k/Excellent ɛ/Excellent tʃ/Excellent b/Excellent ə/Excellent t/Excellent ð/Excellent ə/Excellent t/Excellent ɹ/Excellent u/Excellent θ/Excellent,ð/Good ɪ/Good s/Good ɪ/Good z/Good n/Good oʊ/Bad f/Good æ/Good n/Good s/Good i/Good s/Good k/Good ɛ/Good tʃ/Good b/Good ə/Good t/Good ð/Good ə/Good t/Good ɹ/Good u/Good θ/Good,1.0
