audiofilepath,transcript,phoneme_scores
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2799/027990309.WAV,THE HOUSE WAS TOO BIG,ð/2.0 ə/2.0 h/2.0 aʊ/2.0 s/2.0 w/2.0 ə/2.0 z/1.8 t/2.0 u/2.0 b/2.0 ɪ/1.8 ɡ/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2799/027990328.WAV,THE TOP OF ITS HEAD WAS STILL OPEN,ð/2.0 ə/2.0 t/2.0 ə/1.6 p/2.0 ə/2.0 v/2.0 ɪ/2.0 t/2.0 s/2.0 h/2.0 ɛ/2.0 d/2.0 w/2.0 ə/2.0 z/1.8 s/2.0 t/2.0 ɪ/2.0 l/1.6 oʊ/1.6 p/2.0 ə/2.0 n/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2799/027990330.WAV,THE DOOR WAS OPENED WITH DIFFICULTY,ð/2.0 ə/2.0 d/2.0 ɔ/2.0 w/2.0 ə/2.0 z/2.0 oʊ/1.6 p/2.0 ə/1.6 n/2.0 w/2.0 ɪ/2.0 ð/2.0 d/2.0 ɪ/2.0 f/2.0 ɪ/2.0 k/2.0 ə/2.0 l/1.8 t/2.0 i/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2799/027990341.WAV,HE MARKED THEIR PROGRESS ON THE CHART,h/2.0 i/2.0 m/2.0 ɑ/2.0 k/2.0 t/2.0 ð/2.0 ɛ/1.8 ɹ/1.8 p/2.0 ɹ/2.0 oʊ/2.0 ɡ/2.0 ɹ/2.0 ɛ/2.0 s/2.0 ə/2.0 n/2.0 ð/2.0 ə/2.0 tʃ/2.0 ɑ/2.0 t/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2799/027990358.WAV,BUT PERHAPS FOR HIM IT WAS NOT TOO LATE,b/2.0 ə/2.0 t/2.0 p/2.0 ə/2.0 h/2.0 æ/2.0 p/2.0 s/2.0 f/2.0 ɔ/1.8 h/2.0 ɪ/2.0 m/1.2 ɪ/2.0 t/2.0 w/2.0 ə/2.0 z/1.8 n/2.0 ə/1.6 t/1.6 t/2.0 u/2.0 l/2.0 eɪ/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810020.WAV,IT WOULD BE QUITE A CHALLENGE,ɪ/2.0 t/2.0 w/2.0 ʊ/2.0 d/2.0 b/2.0 i/2.0 k/2.0 w/2.0 aɪ/2.0 t/2.0 ə/1.8 tʃ/2.0 æ/2.0 l/2.0 ɪ/2.0 n/2.0 dʒ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810027.WAV,IT'S SORT A BIT A LITTLE BIT FORWARD AND BACK,ɪ/2.0 t/2.0 s/2.0 s/2.0 ɔ/2.0 t/2.0 ə/2.0 b/2.0 ɪ/2.0 t/2.0 ə/2.0 l/2.0 ɪ/2.0 t/2.0 l/2.0 b/2.0 ɪ/2.0 t/2.0 f/2.0 ɔː/2.0 w/2.0 ə/2.0 d/2.0 æ/2.0 n/2.0 d/1.8 b/2.0 æ/2.0 k/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810135.WAV,AND THANK YOU FOR BEING SO STRONG,æ/2.0 n/2.0 d/1.8 θ/1.8 æ/2.0 ŋ/2.0 k/2.0 j/2.0 u/2.0 f/2.0 ɔ/2.0 b/2.0 iː/2.0 ɪ/2.0 ŋ/2.0 s/2.0 oʊ/2.0 s/2.0 t/2.0 ɹ/2.0 ə/2.0 ŋ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810139.WAV,FOUND THIS IN THE COLLECTION,f/2.0 aʊ/2.0 n/2.0 d/1.8 ð/2.0 ɪ/2.0 s/2.0 ɪ/2.0 n/2.0 ð/2.0 i/1.6 k/2.0 ə/2.0 l/2.0 ɛ/2.0 k/2.0 ʃ/2.0 n/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810147.WAV,HE IS IN THE HOSPITAL,h/2.0 i/2.0 ɪ/2.0 z/1.8 ɪ/2.0 n/2.0 ð/1.6 i/1.6 h/2.0 ʌ/2.0 s/2.0 p/2.0 ɪ/2.0 t/2.0 l/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810158.WAV,PROOF WE HAVE A GOOD TIME,p/2.0 ɹ/2.0 u/2.0 f/2.0 w/2.0 i/2.0 h/2.0 æ/2.0 v/2.0 ə/2.0 ɡ/2.0 ʊ/2.0 d/2.0 t/2.0 aɪ/2.0 m/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810200.WAV,VIA WHAT DO YOU THINK,v/2.0 ʌ/1.4 ɪ/1.4 ə/1.4 w/2.0 ə/2.0 t/1.6 d/2.0 ʊ/1.6 j/2.0 u/1.8 θ/2.0 ɪ/2.0 ŋ/2.0 k/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810204.WAV,IT'S ALL ABOUT THE CHOCOLATE,ɪ/2.0 t/2.0 s/2.0 ɔ/2.0 l/2.0 ə/2.0 b/2.0 aʊ/2.0 t/2.0 ð/1.0 ə/1.4 tʃ/2.0 ʌ/2.0 k/2.0 l/2.0 ə/1.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810216.WAV,I WOULD LIKE TO KNOW YOU,aɪ/2.0 w/2.0 ʊ/2.0 d/2.0 l/2.0 aɪ/2.0 k/2.0 t/2.0 u/1.8 n/2.0 oʊ/2.0 j/2.0 u/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810221.WAV,WEIGHT IS THE ENEMY OF PERFORMANCE,w/2.0 eɪ/2.0 t/2.0 ɪ/2.0 z/2.0 ð/2.0 ə/1.6 ɛ/2.0 n/2.0 ə/1.8 m/1.4 i/1.6 ə/2.0 v/1.8 p/2.0 ə/2.0 f/2.0 ɔː/2.0 m/2.0 ə/2.0 n/1.6 s/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810234.WAV,WHATEVER THE DIFFICULTY THERE'S A SOLUTION,w/2.0 ə/2.0 t/2.0 ɛ/2.0 v/2.0 ə/2.0 ð/1.6 ə/1.2 d/2.0 ɪ/2.0 f/2.0 ɪ/2.0 k/2.0 ə/2.0 l/2.0 t/2.0 i/2.0 ð/2.0 ɛ/2.0 ɹ/2.0 z/1.8 ə/1.6 s/2.0 ə/2.0 l/2.0 uː/2.0 ʃ/2.0 n/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810235.WAV,PRAYER IS A SOURCE OF STRENGTH AND SPIRIT,p/2.0 ɹ/2.0 ɛ/1.6 ɹ/1.6 ɪ/2.0 z/2.0 ə/2.0 s/2.0 ɔ/2.0 s/2.0 ə/2.0 v/1.8 s/2.0 t/2.0 ɹ/2.0 ɛ/2.0 ŋ/2.0 k/1.2 θ/2.0 æ/2.0 n/2.0 d/2.0 s/2.0 p/2.0 ɪ/2.0 ʌ/2.0 ɪ/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810243.WAV,I KNOW HOW TO DO ALL OF THEM,aɪ/2.0 n/2.0 oʊ/2.0 h/2.0 aʊ/2.0 t/2.0 u/2.0 d/2.0 ʊ/1.8 ɔ/2.0 l/1.8 ə/2.0 v/1.8 ð/2.0 ə/2.0 m/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810283.WAV,BUT LOOK AT MY PARENTS,b/2.0 ə/2.0 t/1.6 l/2.0 ʊ/2.0 k/2.0 æ/2.0 t/2.0 m/2.0 aɪ/2.0 p/2.0 ɛ/2.0 ɚ/2.0 ə/2.0 n/2.0 t/1.4 s/1.4
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810294.WAV,TEXT ME IF YOU SINGLE SINGE,t/2.0 ɛ/2.0 k/2.0 s/2.0 t/1.8 m/2.0 i/2.0 ɪ/2.0 f/2.0 j/2.0 u/2.0 s/2.0 ɪ/2.0 ŋ/2.0 ɡ/2.0 l/2.0 s/2.0 ɪ/2.0 n/2.0 dʒ/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810301.WAV,HOPE WE GET TO SEE MORE,h/2.0 oʊ/2.0 p/2.0 w/2.0 i/2.0 ɡ/2.0 ɛ/2.0 t/2.0 t/2.0 u/1.8 s/2.0 i/2.0 m/2.0 ɔ/2.0 ɹ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810315.WAV,THAT A HAT WAS NOT NECESSARY,ð/2.0 æ/2.0 t/2.0 ə/1.6 h/2.0 æ/2.0 t/1.8 w/2.0 ə/2.0 z/1.8 n/2.0 ə/2.0 t/2.0 n/2.0 ɛ/2.0 s/1.8 ə/1.4 s/2.0 ɚ/1.6 i/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810349.WAV,IT WAS ALL FOR YOU THAT I THOUGHT,ɪ/2.0 t/2.0 w/2.0 ə/2.0 z/1.8 ɔ/2.0 l/2.0 f/2.0 ɔ/1.8 j/2.0 u/1.8 ð/2.0 æ/2.0 t/2.0 aɪ/2.0 θ/1.8 ɔ/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810350.WAV,LOOK BOY VIOLENCE IS THE RESORT OF THE VIOLENT,l/2.0 ʊ/2.0 k/2.0 b/2.0 ɔɪ/2.0 v/2.0 aɪ/2.0 ə/2.0 l/2.0 ə/2.0 n/2.0 s/2.0 ɪ/2.0 z/2.0 ð/2.0 ə/2.0 ɹ/2.0 ɪ/2.0 z/0.4 ɔː/2.0 t/2.0 ə/2.0 v/2.0 ð/2.0 ə/2.0 v/2.0 aɪ/2.0 ə/1.6 l/2.0 ə/2.0 n/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2981/029810360.WAV,WHY AM I A GHOST,w/2.0 aɪ/2.0 ə/1.6 m/2.0 aɪ/2.0 ə/2.0 ɡ/2.0 oʊ/2.0 s/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020008.WAV,DO I TAKE YOU WITH ME,d/2.0 ʊ/1.8 aɪ/2.0 t/2.0 eɪ/2.0 k/2.0 j/2.0 u/1.8 w/2.0 ɪ/2.0 ð/1.4 m/2.0 i/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020012.WAV,WHY NOT DO AS SHE WISHED,w/2.0 aɪ/2.0 n/2.0 ə/2.0 t/2.0 d/2.0 ʊ/1.8 æ/1.6 z/2.0 ʃ/2.0 i/1.8 w/2.0 ɪ/2.0 ʃ/1.6 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020022.WAV,SHE WAS NOT HERE,ʃ/2.0 i/2.0 w/2.0 ə/2.0 z/1.8 n/2.0 ə/2.0 t/2.0 h/2.0 ɪ/2.0 ə/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020047.WAV,HAVE YOU SOMETHING TO SAY,h/2.0 æ/2.0 v/2.0 j/2.0 u/1.8 s/2.0 ʌ/2.0 m/2.0 θ/1.8 ɪ/2.0 ŋ/2.0 t/2.0 u/1.8 s/2.0 eɪ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020048.WAV,DO YOU NOT NOW YEAH KNOW IT,d/2.0 ʊ/1.8 j/2.0 u/1.8 n/2.0 ə/2.0 t/2.0 n/2.0 aʊ/2.0 j/2.0 ɛ/1.6 ɹ/1.6 n/2.0 oʊ/2.0 ɪ/1.2 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020065.WAV,SHE IS HIS MOTHER,ʃ/2.0 i/1.8 ɪ/2.0 z/1.8 h/2.0 ɪ/2.0 z/1.8 m/2.0 ʌ/2.0 ð/1.6 ɚ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020077.WAV,AND THEY WERE RIGHT,æ/2.0 n/2.0 d/2.0 ð/2.0 eɪ/2.0 w/2.0 ɚ/2.0 ɹ/2.0 aɪ/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020092.WAV,DO NOT GO THERE MY LOVE,d/2.0 ʊ/1.8 n/2.0 ə/2.0 t/2.0 ɡ/2.0 oʊ/2.0 ð/2.0 ɛ/1.6 ɹ/1.6 m/2.0 aɪ/2.0 l/2.0 ə/2.0 v/1.6
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020100.WAV,I KNOW THAT HE IS SURE OF IT,aɪ/2.0 n/2.0 oʊ/2.0 ð/2.0 æ/2.0 t/2.0 h/2.0 i/1.8 ɪ/2.0 z/2.0 ʃ/2.0 ɔ/1.2 ə/2.0 v/1.8 ɪ/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020112.WAV,TAKE ME WITH YOU,t/2.0 eɪ/2.0 k/2.0 m/2.0 i/1.8 w/2.0 ɪ/2.0 ð/1.6 j/2.0 u/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020117.WAV,EVERY ONE LOVES HER,ɛ/2.0 v/2.0 ɹ/2.0 i/2.0 w/2.0 ə/1.4 n/1.6 l/2.0 ə/2.0 v/1.8 z/1.8 h/2.0 ɚ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020126.WAV,IT'S WAS A WARM MORNING AFTER RAIN,ɪ/2.0 t/2.0 s/2.0 w/2.0 ə/2.0 z/1.8 ə/2.0 w/2.0 ɔ/2.0 m/1.6 m/2.0 ɔː/1.6 n/2.0 ɪ/2.0 ŋ/2.0 ɑː/2.0 f/2.0 t/2.0 ə/2.0 ɹ/2.0 eɪ/1.0 n/1.6
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020136.WAV,I WANT TO JOINING ON,aɪ/2.0 w/2.0 ɑ/2.0 n/2.0 t/2.0 t/2.0 u/1.8 dʒ/2.0 ɔɪ/1.6 n/2.0 ɪ/2.0 ŋ/2.0 ə/1.2 n/1.6
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020138.WAV,THIS WAS HER WORK,ð/2.0 ɪ/2.0 s/2.0 w/2.0 ə/2.0 z/1.8 h/2.0 ɚ/2.0 w/2.0 ɚ/2.0 k/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020144.WAV,SHE WOULD HAVE LOVED YOU,ʃ/2.0 i/1.8 w/2.0 ʊ/1.0 d/2.0 h/2.0 æ/2.0 v/2.0 l/2.0 ə/1.8 v/1.8 d/2.0 j/2.0 u/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020152.WAV,I KNOW THE NAME TOO,aɪ/2.0 n/2.0 oʊ/2.0 ð/2.0 ə/2.0 n/2.0 eɪ/2.0 m/2.0 t/2.0 u/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020159.WAV,I DO KNOW OF ONE NOW,aɪ/2.0 d/2.0 ʊ/1.8 n/2.0 oʊ/2.0 ə/2.0 v/1.6 w/2.0 ə/1.4 n/2.0 n/2.0 aʊ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020161.WAV,CAN YOU GUESS HIS NAME,k/2.0 æ/2.0 n/2.0 j/2.0 u/2.0 ɡ/2.0 ɛ/2.0 s/2.0 h/2.0 ɪ/2.0 z/1.8 n/2.0 eɪ/2.0 m/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020162.WAV,THEY LOVED HER AND SHE LOVED THEM,ð/1.8 eɪ/2.0 l/2.0 ə/2.0 v/2.0 d/2.0 h/2.0 ɚ/2.0 æ/2.0 n/2.0 d/2.0 ʃ/2.0 i/1.8 l/2.0 ə/2.0 v/2.0 d/2.0 ð/1.6 ə/2.0 m/1.6
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3002/030020172.WAV,TOO MUCH TO BE HAPPY,t/2.0 u/2.0 m/2.0 ə/2.0 tʃ/2.0 t/2.0 u/1.8 b/2.0 i/1.8 h/2.0 æ/2.0 p/2.0 i/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200005.WAV,WELL IN THAT CARS TO BE SURE LET THEM GO,w/2.0 ɛ/2.0 l/2.0 ɪ/2.0 n/2.0 ð/2.0 æ/2.0 t/2.0 k/2.0 ɑ/2.0 ɹ/2.0 s/2.0 t/2.0 u/1.8 b/2.0 i/2.0 ʃ/2.0 ʊ/1.6 ə/1.6 l/2.0 ɛ/2.0 t/1.8 ð/2.0 ə/2.0 m/2.0 ɡ/2.0 oʊ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200011.WAV,THE BABY WAS HUNGRY,ð/2.0 ə/2.0 b/2.0 eɪ/2.0 b/2.0 i/2.0 w/2.0 ə/2.0 z/1.8 h/2.0 ʌ/1.8 ŋ/2.0 ɡ/2.0 ɹ/2.0 i/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200016.WAV,THIS WAS THE ROOM,ð/2.0 ɪ/2.0 s/2.0 w/2.0 ə/2.0 z/2.0 ð/2.0 ə/2.0 ɹ/2.0 u/2.0 m/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200018.WAV,COME WITH ME TOMORROW,k/2.0 ə/2.0 m/2.0 w/2.0 ɪ/2.0 ð/1.8 m/2.0 i/2.0 t/2.0 ə/2.0 m/2.0 ʌ/2.0 ɹ/2.0 oʊ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200019.WAV,THE WITH YOU TAKE A DRINK,ð/2.0 ə/2.0 w/2.0 ɪ/2.0 ð/1.8 j/2.0 u/1.8 t/2.0 eɪ/2.0 k/2.0 ə/2.0 d/2.0 ɹ/2.0 ɪ/2.0 ŋ/2.0 k/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200021.WAV,OH I HAD LOVED YOU FAR SO LONG A TIME,oʊ/2.0 aɪ/2.0 h/2.0 æ/2.0 d/2.0 l/2.0 ə/2.0 v/2.0 d/2.0 j/2.0 u/2.0 f/2.0 ɑ/2.0 s/2.0 oʊ/2.0 l/2.0 ɔ/1.6 ŋ/2.0 ə/2.0 t/2.0 aɪ/2.0 m/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200037.WAV,THIS WERE YOUR NAME WAS IT,ð/2.0 ɪ/2.0 s/2.0 w/2.0 ɚ/2.0 j/2.0 ʊ/2.0 ə/2.0 n/1.6 eɪ/2.0 m/2.0 w/2.0 ə/2.0 z/2.0 ɪ/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200041.WAV,DO YOU WANT A DRINK,d/2.0 ʊ/1.8 j/2.0 u/1.8 w/2.0 ɑ/2.0 n/2.0 t/2.0 ə/2.0 d/2.0 ɹ/2.0 ɪ/2.0 ŋ/2.0 k/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200049.WAV,TELL US WHO YOU ARE,t/2.0 ɛ/2.0 l/2.0 ə/2.0 s/2.0 h/2.0 u/2.0 j/2.0 u/2.0 ɑ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200057.WAV,SHE LOOKED AS THE CLOCK,ʃ/1.2 i/2.0 l/2.0 ʊ/2.0 k/2.0 t/2.0 æ/2.0 z/1.6 ð/2.0 ə/2.0 k/2.0 l/2.0 ə/2.0 k/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200076.WAV,WILL YOU DO THAT,w/2.0 ɪ/2.0 l/2.0 j/2.0 u/2.0 d/2.0 ʊ/1.8 ð/2.0 æ/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200078.WAV,NOW THEN THERE ALL FOR YOU GO TOGETHER,n/2.0 aʊ/2.0 ð/2.0 ɛ/2.0 n/2.0 ð/2.0 ɛ/2.0 ɹ/2.0 ɔ/2.0 l/2.0 f/2.0 ɔ/2.0 j/2.0 u/2.0 ɡ/2.0 oʊ/2.0 t/2.0 ə/1.8 ɡ/2.0 ɛ/2.0 ð/2.0 ɚ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200087.WAV,THERE COMES ONE OF THEM,ð/2.0 ɛ/2.0 ɹ/2.0 k/2.0 ə/2.0 m/2.0 z/1.6 w/2.0 ə/2.0 n/2.0 ə/2.0 v/1.6 ð/2.0 ə/2.0 m/1.6
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200101.WAV,THIS IS WHY IT DOES SO,ð/2.0 ɪ/2.0 s/2.0 ɪ/2.0 z/2.0 w/2.0 aɪ/2.0 ɪ/2.0 t/1.8 d/2.0 ə/2.0 z/2.0 s/2.0 oʊ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200105.WAV,I AM NOT A POLICEMAN,aɪ/2.0 ə/1.6 m/2.0 n/2.0 ə/2.0 t/2.0 ə/2.0 p/2.0 ə/1.6 l/2.0 iː/2.0 s/2.0 m/2.0 ə/2.0 n/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200108.WAV,BUT HERE HE COMES AGAIN,b/2.0 ə/2.0 t/2.0 h/2.0 ɪ/2.0 ə/2.0 h/2.0 i/2.0 k/2.0 ə/2.0 m/2.0 z/1.8 ə/2.0 ɡ/2.0 eɪ/2.0 n/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200137.WAV,TELL HER SO WITH MY LOVE,t/2.0 ɛ/2.0 l/2.0 h/2.0 ə/2.0 s/2.0 oʊ/2.0 w/2.0 ɪ/2.0 ð/1.6 m/2.0 aɪ/2.0 l/2.0 ə/2.0 v/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200151.WAV,WOULD YOU HAVE DONE IT,w/2.0 ʊ/2.0 d/2.0 j/2.0 u/1.8 h/2.0 æ/2.0 v/2.0 d/2.0 ə/1.6 n/1.6 ɪ/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200153.WAV,I TAKE PEOPLE YOU KNOW AS I FIND THEM,aɪ/2.0 t/2.0 eɪ/2.0 k/2.0 p/2.0 iː/2.0 p/2.0 l/2.0 j/2.0 u/2.0 n/2.0 oʊ/2.0 æ/2.0 z/2.0 aɪ/2.0 f/2.0 aɪ/2.0 n/2.0 d/2.0 ð/2.0 ə/2.0 m/1.6
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3020/030200164.WAV,IT WOULD DO YOU A LOT OF GOOD,ɪ/2.0 t/2.0 w/2.0 ʊ/2.0 d/2.0 d/2.0 ʊ/1.8 j/2.0 u/1.8 ə/1.6 l/2.0 ə/2.0 t/2.0 ə/2.0 v/1.8 ɡ/2.0 ʊ/2.0 d/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210005.WAV,I HEAR THE DOCTOR'S HORSE,aɪ/2.0 h/2.0 ɪ/2.0 ə/2.0 ð/2.0 ə/2.0 d/2.0 ɑː/2.0 k/2.0 t/2.0 ɚ/2.0 s/1.2 h/2.0 ɔ/2.0 s/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210032.WAV,I AM LISTENING TO YOU,aɪ/2.0 ə/1.6 m/2.0 l/2.0 ɪ/2.0 s/2.0 n/1.6 ɪ/2.0 ŋ/2.0 t/2.0 u/1.8 j/2.0 u/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210041.WAV,I PLAY WITH IT AFTER SCHOOL,aɪ/2.0 p/2.0 l/2.0 eɪ/2.0 w/2.0 ɪ/2.0 ð/2.0 ɪ/2.0 t/2.0 ɑː/2.0 f/2.0 t/2.0 ə/2.0 s/2.0 k/2.0 u/2.0 l/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210042.WAV,AND SO IT IS WITH ALL OF US,æ/2.0 n/2.0 d/2.0 s/2.0 oʊ/2.0 ɪ/2.0 t/2.0 ɪ/1.6 z/1.6 w/2.0 ɪ/2.0 ð/1.8 ɔ/2.0 l/1.8 ə/2.0 v/1.8 ə/2.0 s/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210044.WAV,THEN HEAR THEM FATHER,ð/2.0 ɛ/2.0 n/2.0 h/2.0 ɪ/2.0 ə/2.0 ð/2.0 ə/2.0 m/1.8 f/2.0 ɑː/2.0 ð/2.0 ɚ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210045.WAV,THERE YOU ARE THEN,ð/2.0 ɛ/2.0 ɹ/2.0 j/2.0 u/2.0 ɑ/2.0 ð/2.0 ɛ/2.0 n/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210047.WAV,HE TURN BACK TO HIS WATCH,h/2.0 i/2.0 t/2.0 ɚ/2.0 n/2.0 b/2.0 æ/2.0 k/2.0 t/2.0 u/1.8 h/2.0 ɪ/2.0 z/1.6 w/2.0 ə/2.0 tʃ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210050.WAV,WAS THERE ANY US,w/2.0 ə/2.0 z/1.6 ð/2.0 ɛ/2.0 ɹ/2.0 ɛ/1.8 n/2.0 i/1.6 ə/2.0 s/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210060.WAV,HE WILL HELP ME FIND A ROOM,h/2.0 i/1.8 w/2.0 ɪ/2.0 l/1.6 h/2.0 ɛ/2.0 l/2.0 p/1.8 m/2.0 i/2.0 f/2.0 aɪ/2.0 n/2.0 d/1.6 ə/2.0 ɹ/2.0 u/2.0 m/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER3021/030210074.WAV,WILL YOU TEA TELL HIM,w/2.0 ɪ/2.0 l/1.8 j/2.0 u/1.8 t/2.0 i/2.0 t/2.0 ɛ/2.0 l/2.0 h/2.0 ɪ/2.0 m/2.0
