id,audio_path,transcript,sentence_chosen,sentence_rejected,chosen,rejected,dpo_weight
21700287,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2170/021700287.WAV,I LEAVE THE HOUSE IN THE DARK,Good,Excellent,I/Worst LEAVE/Excellent THE/Excellent HOUSE/Excellent IN/Excellent THE/Excellent DARK/Excellent,I/Bad LEAVE/Good THE/Good HOUSE/Good IN/Good THE/Good DARK/Good,1.5
21700291,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2170/021700291.WAV,THAT WAS A GREAT CHAPTER,Excellent,Good,THAT/Excellent WAS/Excellent A/Excellent GREAT/Excellent CHAPTER/Excellent,THAT/Good WAS/Good A/Good GREAT/Good CHAPTER/Good,1.5
21700300,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2170/021700300.WAV,ALL I CAN DO IS SIT BACK AND LAUGH,Good,Average,ALL/Excellent I/Excellent CAN/Excellent DO/Excellent IS/Excellent SIT/Excellent BACK/Excellent AND/Excellent LAUGH/Excellent,ALL/Good I/Good CAN/Good DO/Good IS/Good SIT/Good BACK/Good AND/Good LAUGH/Good,1.5
21700362,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2170/021700362.WAV,AND THE ANSWER IS YES,Excellent,Good,AND/Excellent THE/Excellent ANSWER/Excellent IS/Excellent YES/Excellent,AND/Good THE/Good ANSWER/Good IS/Good YES/Good,1.5
21700379,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2170/021700379.WAV,MARK IS A BAD CORRESPONDENT,Excellent,Good,MARK/Excellent IS/Excellent A/Excellent BAD/Excellent CORRESPONDENT/Excellent,MARK/Good IS/Good A/Good BAD/Good CORRESPONDENT/Good,1.5
21790008,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790008.WAV,JIM WENT TO SEE KANGAROO,Excellent,Good,JIM/Excellent WENT/Excellent TO/Excellent SEE/Excellent KANGAROO/Excellent,JIM/Good WENT/Good TO/Good SEE/Good KANGAROO/Good,1.5
21790025,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790025.WAV,LANA CAN PAINT THE BIRD,Excellent,Good,LANA/Good CAN/Excellent PAINT/Excellent THE/Excellent BIRD/Excellent,LANA/Excellent CAN/Good PAINT/Good THE/Good BIRD/Good,1.5
21790030,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790030.WAV,THREE FOUR TWO EIGHT,Excellent,Good,THREE/Excellent FOUR/Excellent TWO/Excellent EIGHT/Excellent,THREE/Good FOUR/Good TWO/Good EIGHT/Good,1.5
21790035,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790035.WAV,TWO ONE ONE SEVEN,Excellent,Good,TWO/Excellent ONE/Excellent ONE/Excellent SEVEN/Excellent,TWO/Good ONE/Good ONE/Good SEVEN/Good,1.5
21790039,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790039.WAV,NINE SIX THREE SEVEN,Excellent,Good,NINE/Excellent SIX/Excellent THREE/Excellent SEVEN/Excellent,NINE/Good SIX/Good THREE/Good SEVEN/Good,1.5
21790040,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790040.WAV,FIVE SIX ONE ONE,Excellent,Good,FIVE/Excellent SIX/Excellent ONE/Excellent ONE/Excellent,FIVE/Good SIX/Good ONE/Good ONE/Good,1.5
21790043,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790043.WAV,SEVEN NINE ZERO,Excellent,Good,SEVEN/Excellent NINE/Excellent ZERO/Excellent,SEVEN/Good NINE/Good ZERO/Good,1.5
21790055,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790055.WAV,LYNDA LOVES THE NEW SANDALS,Excellent,Good,LYNDA/Excellent LOVES/Excellent THE/Excellent NEW/Excellent SANDALS/Excellent,LYNDA/Good LOVES/Good THE/Good NEW/Good SANDALS/Good,1.5
21790075,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790075.WAV,LOOK AT TINA'S SHIRT,Excellent,Good,LOOK/Excellent AT/Excellent TINA'S/Excellent SHIRT/Excellent,LOOK/Good AT/Good TINA'S/Good SHIRT/Good,1.5
21790081,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790081.WAV,SO LAYLA WENT INTO THE BANK,Excellent,Good,SO/Excellent LAYLA/Excellent WENT/Excellent INTO/Excellent THE/Excellent BANK/Excellent,SO/Good LAYLA/Good WENT/Good INTO/Good THE/Good BANK/Good,1.5
21790083,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790083.WAV,ELSA WAS WALKING TO SCHOOL,Excellent,Good,ELSA/Excellent WAS/Excellent WALKING/Excellent TO/Excellent SCHOOL/Excellent,ELSA/Good WAS/Good WALKING/Good TO/Good SCHOOL/Good,1.5
21790084,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790084.WAV,THEN JIM WALK TO ART ROOM,Excellent,Good,THEN/Excellent JIM/Excellent WALK/Excellent TO/Excellent ART/Excellent ROOM/Excellent,THEN/Good JIM/Good WALK/Good TO/Good ART/Good ROOM/Good,1.5
21790108,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790108.WAV,THAT'S MY BRAVE LITTLE MOUNTAIN CLIMBER,Excellent,Good,THAT'S/Excellent MY/Excellent BRAVE/Excellent LITTLE/Excellent MOUNTAIN/Excellent CLIMBER/Excellent,THAT'S/Good MY/Good BRAVE/Good LITTLE/Good MOUNTAIN/Good CLIMBER/Good,1.5
21790112,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790112.WAV,CAN I KEEP THEM,Excellent,Good,CAN/Excellent I/Excellent KEEP/Excellent THEM/Excellent,CAN/Good I/Good KEEP/Good THEM/Good,1.5
21790125,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790125.WAV,I HAVE A GOOD IDEA FOR YOU,Excellent,Good,I/Excellent HAVE/Excellent A/Excellent GOOD/Excellent IDEA/Excellent FOR/Excellent YOU/Excellent,I/Good HAVE/Good A/Good GOOD/Good IDEA/Good FOR/Good YOU/Good,1.5
21790149,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790149.WAV,I HAD TWO SISTERS,Excellent,Good,I/Excellent HAD/Excellent TWO/Excellent SISTERS/Excellent,I/Good HAD/Good TWO/Good SISTERS/Good,1.5
21790152,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790152.WAV,I WISH WE HAVE A LIGHT,Excellent,Good,I/Excellent WISH/Excellent WE/Excellent HAVE/Excellent A/Excellent LIGHT/Excellent,I/Good WISH/Good WE/Good HAVE/Good A/Good LIGHT/Good,1.5
21790168,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790168.WAV,BUT NOT USE GOING OVER THAT,Excellent,Good,BUT/Excellent NOT/Excellent USE/Excellent GOING/Excellent OVER/Excellent THAT/Excellent,BUT/Good NOT/Good USE/Good GOING/Good OVER/Good THAT/Good,1.5
21790169,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790169.WAV,HE WOULD GO OUT BUT WHEN,Good,Excellent,HE/Excellent WOULD/Bad GO/Excellent OUT/Excellent BUT/Excellent WHEN/Excellent,HE/Good WOULD/Good GO/Good OUT/Good BUT/Good WHEN/Good,1.5
21790173,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2179/021790173.WAV,YOU HAVE NO IDEAS HAVE YOU,Excellent,Good,YOU/Excellent HAVE/Excellent NO/Excellent IDEAS/Excellent HAVE/Excellent YOU/Excellent,YOU/Good HAVE/Good NO/Good IDEAS/Good HAVE/Good YOU/Good,1.5
22080028,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080028.WAV,I THOUGHT IT WAS PRETTY SIMPLE,Good,Excellent,I/Excellent THOUGHT/Excellent IT/Excellent WAS/Excellent PRETTY/Excellent SIMPLE/Excellent,I/Good THOUGHT/Good IT/Good WAS/Good PRETTY/Good SIMPLE/Good,1.5
22080038,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080038.WAV,I THINK THE KEY WORD IS PROBABLY,Excellent,Good,I/Excellent THINK/Excellent THE/Excellent KEY/Excellent WORD/Excellent IS/Excellent PROBABLY/Excellent,I/Good THINK/Good THE/Good KEY/Good WORD/Good IS/Good PROBABLY/Good,1.5
22080085,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080085.WAV,THERE WAS NO RECORD OF ADOPTION,Good,Excellent,THERE/Excellent WAS/Excellent NO/Excellent RECORD/Excellent OF/Excellent ADOPTION/Excellent,THERE/Good WAS/Good NO/Good RECORD/Good OF/Good ADOPTION/Good,1.5
22080100,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080100.WAV,I WANT TO WIN IT VERY MUCH,Good,Average,I/Excellent WANT/Excellent TO/Excellent WIN/Excellent IT/Excellent VERY/Excellent MUCH/Excellent,I/Good WANT/Good TO/Good WIN/Good IT/Good VERY/Good MUCH/Good,1.5
22080116,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080116.WAV,NOT THE SAME BUT IT IS DELICIOUS,Good,Average,NOT/Excellent THE/Excellent SAME/Excellent BUT/Excellent IT/Excellent IS/Excellent DELICIOUS/Excellent,NOT/Good THE/Good SAME/Good BUT/Good IT/Good IS/Good DELICIOUS/Good,1.5
22080124,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080124.WAV,LET'S TRY AND MAKE IT TO THE NEXT ROUND,Excellent,Good,LET'S/Excellent TRY/Excellent AND/Excellent MAKE/Excellent IT/Excellent TO/Excellent THE/Excellent NEXT/Excellent ROUND/Excellent,LET'S/Good TRY/Good AND/Good MAKE/Good IT/Good TO/Good THE/Good NEXT/Good ROUND/Good,1.5
22080146,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080146.WAV,WHAT ARE YOU DOING TO GET BETTER,Excellent,Good,WHAT/Excellent ARE/Excellent YOU/Excellent DOING/Excellent TO/Excellent GET/Excellent BETTER/Excellent,WHAT/Good ARE/Good YOU/Good DOING/Good TO/Good GET/Good BETTER/Good,1.5
22080179,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080179.WAV,IT'S THE PERFECT TIME TO GET READY FOR THE BEACH,Good,Excellent,IT'S/Excellent THE/Excellent PERFECT/Excellent TIME/Excellent TO/Excellent GET/Excellent READY/Excellent FOR/Excellent THE/Excellent BEACH/Excellent,IT'S/Good THE/Good PERFECT/Good TIME/Good TO/Good GET/Good READY/Good FOR/Good THE/Good BEACH/Good,1.5
22080181,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080181.WAV,ANY HOPE FOR IT IN THE FUTURE,Excellent,Good,ANY/Excellent HOPE/Excellent FOR/Excellent IT/Excellent IN/Excellent THE/Excellent FUTURE/Excellent,ANY/Good HOPE/Good FOR/Good IT/Good IN/Good THE/Good FUTURE/Good,1.5
22080186,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080186.WAV,LOVE THE IDEA OF IT ALL,Good,Average,LOVE/Excellent THE/Excellent IDEA/Excellent OF/Excellent IT/Excellent ALL/Excellent,LOVE/Good THE/Good IDEA/Good OF/Good IT/Good ALL/Good,1.5
22080187,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080187.WAV,SO AS SOON AS THAT HAPPENS,Excellent,Good,SO/Excellent AS/Excellent SOON/Excellent AS/Excellent THAT/Excellent HAPPENS/Excellent,SO/Good AS/Good SOON/Good AS/Good THAT/Good HAPPENS/Good,1.5
22080189,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080189.WAV,AND THERE IS NO ANSWER,Excellent,Good,AND/Excellent THERE/Excellent IS/Excellent NO/Excellent ANSWER/Excellent,AND/Good THERE/Good IS/Good NO/Good ANSWER/Good,1.5
22080192,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080192.WAV,WE WANT TO PLAY A LITTLE GAME,Excellent,Good,WE/Excellent WANT/Excellent TO/Excellent PLAY/Excellent A/Excellent LITTLE/Excellent GAME/Excellent,WE/Good WANT/Good TO/Good PLAY/Good A/Good LITTLE/Good GAME/Good,1.5
22080202,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080202.WAV,TIGERS ARE ON THE BOARD,Good,Excellent,TIGERS/Excellent ARE/Excellent ON/Excellent THE/Excellent BOARD/Excellent,TIGERS/Good ARE/Good ON/Good THE/Good BOARD/Good,1.5
22080204,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080204.WAV,UNTIL THEN YOU ARE BLOCKED,Good,Average,UNTIL/Excellent THEN/Excellent YOU/Excellent ARE/Excellent BLOCKED/Excellent,UNTIL/Good THEN/Good YOU/Good ARE/Good BLOCKED/Good,1.5
22080210,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080210.WAV,ARE YOU SUPPOSED TO BE PART OF THE CHRISTIAN RIGHT,Good,Average,ARE/Excellent YOU/Excellent SUPPOSED/Excellent TO/Excellent BE/Excellent PART/Excellent OF/Excellent THE/Excellent CHRISTIAN/Excellent RIGHT/Excellent,ARE/Good YOU/Good SUPPOSED/Good TO/Good BE/Good PART/Good OF/Good THE/Good CHRISTIAN/Good RIGHT/Good,1.5
22080294,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080294.WAV,AND WHO IS THE JUDGE,Good,Average,AND/Excellent WHO/Excellent IS/Good THE/Excellent JUDGE/Excellent,AND/Good WHO/Good IS/Average THE/Good JUDGE/Good,1.5
22080299,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080299.WAV,I'D LOVE TO PARTICIPATE IN THE NEXT ONE,Good,Excellent,I'D/Excellent LOVE/Excellent TO/Excellent PARTICIPATE/Excellent IN/Excellent THE/Excellent NEXT/Excellent ONE/Bad,I'D/Good LOVE/Good TO/Good PARTICIPATE/Good IN/Good THE/Good NEXT/Good ONE/Average,1.5
22080340,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080340.WAV,BECAUSE WHY WOULD ANYBODY CHOOSE TO BE UNHAPPY,Excellent,Good,BECAUSE/Excellent WHY/Excellent WOULD/Excellent ANYBODY/Excellent CHOOSE/Excellent TO/Excellent BE/Excellent UNHAPPY/Excellent,BECAUSE/Good WHY/Good WOULD/Good ANYBODY/Good CHOOSE/Good TO/Good BE/Good UNHAPPY/Good,1.5
22080341,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2208/022080341.WAV,HIS FIRST BOW TO THE PUBLIC,Excellent,Good,HIS/Excellent FIRST/Excellent BOW/Excellent TO/Excellent THE/Excellent PUBLIC/Excellent,HIS/Good FIRST/Good BOW/Good TO/Good THE/Good PUBLIC/Good,1.5
22360092,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360092.WAV,SO THAT IS PROBABLY AN UPPER LIMIT,Excellent,Good,SO/Excellent THAT/Excellent IS/Excellent PROBABLY/Excellent AN/Excellent UPPER/Excellent LIMIT/Excellent,SO/Good THAT/Good IS/Good PROBABLY/Good AN/Good UPPER/Good LIMIT/Good,1.5
22360126,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360126.WAV,THE ONLY THING HAVE TO PAY IS ATTENTION,Excellent,Good,THE/Excellent ONLY/Excellent THING/Excellent HAVE/Excellent TO/Excellent PAY/Excellent IS/Excellent ATTENTION/Excellent,THE/Good ONLY/Good THING/Good HAVE/Good TO/Good PAY/Good IS/Good ATTENTION/Good,1.5
22360147,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360147.WAV,YOU ALL IN MY PRAYERS,Excellent,Good,YOU/Excellent ALL/Excellent IN/Excellent MY/Excellent PRAYERS/Excellent,YOU/Good ALL/Good IN/Good MY/Good PRAYERS/Good,1.5
22360159,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360159.WAV,ARE YOU NOT GOING TO TOUR,Excellent,Good,ARE/Excellent YOU/Excellent NOT/Excellent GOING/Excellent TO/Excellent TOUR/Excellent,ARE/Good YOU/Good NOT/Good GOING/Good TO/Good TOUR/Good,1.5
22360185,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360185.WAV,WHAT A GREAT FRIDAY EVENING,Good,Average,WHAT/Excellent A/Excellent GREAT/Excellent FRIDAY/Excellent EVENING/Average,WHAT/Good A/Good GREAT/Good FRIDAY/Good EVENING/Good,1.5
22360186,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360186.WAV,GLAD YOU LIKE THE SONG,Excellent,Good,GLAD/Excellent YOU/Excellent LIKE/Excellent THE/Excellent SONG/Excellent,GLAD/Good YOU/Good LIKE/Good THE/Good SONG/Good,1.5
22360221,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360221.WAV,THIS WOULD BE MY LAST WISH,Good,Average,THIS/Excellent WOULD/Excellent BE/Excellent MY/Excellent LAST/Excellent WISH/Excellent,THIS/Good WOULD/Good BE/Good MY/Good LAST/Good WISH/Good,1.5
22360222,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360222.WAV,PARKING WOULD SEEM TO ISSUE,Good,Excellent,PARKING/Excellent WOULD/Excellent SEEM/Excellent TO/Excellent ISSUE/Excellent,PARKING/Good WOULD/Good SEEM/Good TO/Good ISSUE/Good,1.5
22360227,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360227.WAV,WE NEED TO PRAY BADLY,Good,Excellent,WE/Excellent NEED/Excellent TO/Excellent PRAY/Excellent BADLY/Average,WE/Good NEED/Good TO/Good PRAY/Good BADLY/Bad,1.5
22360231,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360231.WAV,INTERESTING FIRST HALF OF GAMES,Good,Average,INTERESTING/Excellent FIRST/Excellent HALF/Excellent OF/Excellent GAMES/Excellent,INTERESTING/Good FIRST/Good HALF/Good OF/Good GAMES/Good,1.5
22360253,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360253.WAV,I HAVE NOTHING BUT UTMOST RESPECT FOR YOU,Good,Excellent,I/Excellent HAVE/Excellent NOTHING/Excellent BUT/Excellent UTMOST/Good RESPECT/Excellent FOR/Excellent YOU/Excellent,I/Good HAVE/Good NOTHING/Good BUT/Good UTMOST/Average RESPECT/Good FOR/Good YOU/Good,1.5
22360259,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360259.WAV,WHO'S GOING TO APRIL PARTY,Good,Average,WHO'S/Excellent GOING/Excellent TO/Excellent APRIL/Excellent PARTY/Excellent,WHO'S/Good GOING/Good TO/Good APRIL/Good PARTY/Good,1.5
22360262,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360262.WAV,OF COURSE YOU CAN SEEM,Good,Average,OF/Excellent COURSE/Excellent YOU/Excellent CAN/Excellent SEEM/Excellent,OF/Good COURSE/Good YOU/Good CAN/Good SEEM/Good,1.5
22360265,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360265.WAV,AND WHAT WILL YOU DO TO GET THERE,Good,Excellent,AND/Excellent WHAT/Excellent WILL/Excellent YOU/Excellent DO/Excellent TO/Excellent GET/Excellent THERE/Excellent,AND/Good WHAT/Good WILL/Good YOU/Good DO/Good TO/Good GET/Good THERE/Good,1.5
22360293,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360293.WAV,I WAS SO PROUD OF MYSELF,Good,Excellent,I/Excellent WAS/Excellent SO/Excellent PROUD/Excellent OF/Excellent MYSELF/Excellent,I/Good WAS/Good SO/Good PROUD/Good OF/Good MYSELF/Good,1.5
22360310,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360310.WAV,HER MOTHER WHO HAD MADE HER WAS NO HUMAN,Good,Excellent,HER/Excellent MOTHER/Excellent WHO/Excellent HAD/Excellent MADE/Excellent HER/Excellent WAS/Excellent NO/Excellent HUMAN/Excellent,HER/Good MOTHER/Good WHO/Good HAD/Good MADE/Good HER/Good WAS/Good NO/Good HUMAN/Good,1.5
22360311,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360311.WAV,COME TO THE HOUSE AND STAY,Good,Excellent,COME/Excellent TO/Excellent THE/Excellent HOUSE/Excellent AND/Excellent STAY/Excellent,COME/Good TO/Good THE/Good HOUSE/Good AND/Good STAY/Good,1.5
22360321,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360321.WAV,THERE'S NOTHING THAT UNUSUAL ABOUT THE STRUCTURE OF THE PLAN,Good,Excellent,THERE'S/Excellent NOTHING/Excellent THAT/Excellent UNUSUAL/Excellent ABOUT/Excellent THE/Excellent STRUCTURE/Excellent OF/Excellent THE/Excellent PLAN/Average,THERE'S/Good NOTHING/Good THAT/Good UNUSUAL/Good ABOUT/Good THE/Good STRUCTURE/Good OF/Good THE/Good PLAN/Good,1.5
22360326,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360326.WAV,WILL FIND THIS OUT SOME DAY,Good,Average,WILL/Excellent FIND/Excellent THIS/Excellent OUT/Excellent SOME/Excellent DAY/Excellent,WILL/Good FIND/Good THIS/Good OUT/Good SOME/Good DAY/Good,1.5
22360350,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2236/022360350.WAV,I WILL GO AND LOOK FOR IT,Good,Excellent,I/Excellent WILL/Excellent GO/Excellent AND/Excellent LOOK/Excellent FOR/Excellent IT/Excellent,I/Good WILL/Good GO/Good AND/Good LOOK/Good FOR/Good IT/Good,1.5
22420015,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2242/022420015.WAV,IT MADE ME FEEL GOOD,Excellent,Good,IT/Excellent MADE/Excellent ME/Excellent FEEL/Excellent GOOD/Excellent,IT/Good MADE/Good ME/Good FEEL/Good GOOD/Good,1.5
22420045,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2242/022420045.WAV,ONLY THE BOATS ARE ARMED LIGHTLY,Excellent,Good,ONLY/Excellent THE/Excellent BOATS/Excellent ARE/Excellent ARMED/Excellent LIGHTLY/Excellent,ONLY/Good THE/Good BOATS/Good ARE/Good ARMED/Good LIGHTLY/Good,1.5
22420067,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2242/022420067.WAV,IT'S NOT GOING TO KILL THEM,Excellent,Good,IT'S/Excellent NOT/Excellent GOING/Excellent TO/Excellent KILL/Excellent THEM/Excellent,IT'S/Good NOT/Good GOING/Good TO/Good KILL/Good THEM/Good,1.5
22420073,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2242/022420073.WAV,YET ALL IT TAKES IS THREE TWO ONE,Excellent,Good,YET/Excellent ALL/Excellent IT/Excellent TAKES/Excellent IS/Excellent THREE/Excellent TWO/Excellent ONE/Excellent,YET/Good ALL/Good IT/Good TAKES/Good IS/Good THREE/Good TWO/Good ONE/Good,1.5
22420086,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2242/022420086.WAV,SATURDAY WINNING COLORS WILL BECOME THE SECOND,Excellent,Good,SATURDAY/Excellent WINNING/Excellent COLORS/Excellent WILL/Excellent BECOME/Excellent THE/Excellent SECOND/Excellent,SATURDAY/Good WINNING/Good COLORS/Good WILL/Good BECOME/Good THE/Good SECOND/Good,1.5
22420106,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2242/022420106.WAV,EVERYONE CAN WIN AT HOME,Excellent,Good,EVERYONE/Excellent CAN/Excellent WIN/Excellent AT/Excellent HOME/Excellent,EVERYONE/Good CAN/Good WIN/Good AT/Good HOME/Good,1.5
22420129,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2242/022420129.WAV,STILL ONE OF MY FEARS,Excellent,Good,STILL/Excellent ONE/Excellent OF/Excellent MY/Excellent FEARS/Good,STILL/Good ONE/Good OF/Good MY/Good FEARS/Excellent,1.5
22420138,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2242/022420138.WAV,IF YOU NEED A REMINDER,Excellent,Good,IF/Excellent YOU/Excellent NEED/Excellent A/Excellent REMINDER/Excellent,IF/Good YOU/Good NEED/Good A/Good REMINDER/Good,1.5
22420146,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2242/022420146.WAV,THE SPRING MARKET IS STRONG,Excellent,Good,THE/Excellent SPRING/Excellent MARKET/Excellent IS/Excellent STRONG/Excellent,THE/Good SPRING/Good MARKET/Good IS/Good STRONG/Good,1.5
22420164,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2242/022420164.WAV,SURE IT COULD HAPPEN TO ANYONE,Excellent,Good,SURE/Excellent IT/Excellent COULD/Excellent HAPPEN/Excellent TO/Excellent ANYONE/Excellent,SURE/Good IT/Good COULD/Good HAPPEN/Good TO/Good ANYONE/Good,1.5
22420168,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2242/022420168.WAV,IT'S NICE TO GET BACK INTO IT AGAIN,Excellent,Good,IT'S/Excellent NICE/Excellent TO/Excellent GET/Excellent BACK/Excellent INTO/Excellent IT/Excellent AGAIN/Excellent,IT'S/Good NICE/Good TO/Good GET/Good BACK/Good INTO/Good IT/Good AGAIN/Good,1.5
22420172,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2242/022420172.WAV,BLUE WAS READY TO GO,Excellent,Good,BLUE/Excellent WAS/Excellent READY/Excellent TO/Excellent GO/Excellent,BLUE/Good WAS/Good READY/Good TO/Good GO/Good,1.5
22420273,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2242/022420273.WAV,HOW ARE YOU GETTING ON WITH YOUR BIKE,Excellent,Good,HOW/Excellent ARE/Excellent YOU/Excellent GETTING/Excellent ON/Excellent WITH/Excellent YOUR/Excellent BIKE/Average,HOW/Good ARE/Good YOU/Good GETTING/Good ON/Good WITH/Good YOUR/Good BIKE/Bad,1.5
